timestamp,site_code,line_code,equip_code,kwh,kw_demand,kvarh
2025-06-05 15:00:00,SC01,L1,E01,4.105,4.383,1.053
2025-06-05 16:00:00,SC01,L1,E01,3.449,3.147,0.885
2025-06-05 17:00:00,SC01,L1,E01,2.859,1.966,0.733
2025-06-05 18:00:00,SC01,L1,E01,5.226,6.88,1.341
2025-06-05 19:00:00,SC01,L1,E01,3.685,2.316,0.945
2025-06-05 20:00:00,SC01,L1,E01,4.031,5.203,1.034
2025-06-05 21:00:00,SC01,L1,E01,3.663,3.252,0.94
2025-06-05 22:00:00,SC01,L1,E01,4.042,4.492,1.037
2025-06-05 23:00:00,SC01,L1,E01,3.843,5.14,0.986
2025-06-06 00:00:00,SC01,L1,E01,5.271,3.802,1.352
2025-06-06 01:00:00,SC01,L1,E01,3.775,3.977,0.968
2025-06-06 02:00:00,SC01,L1,E01,5.619,6.808,1.442
2025-06-06 03:00:00,SC01,L1,E01,5.159,6.222,1.323
2025-06-06 04:00:00,SC01,L1,E01,3.868,3.947,0.992
2025-06-06 05:00:00,SC01,L1,E01,4.503,4.952,1.155
2025-06-06 06:00:00,SC01,L1,E01,4.663,5.623,1.196
2025-06-06 07:00:00,SC01,L1,E01,4.921,6.263,1.262
2025-06-06 08:00:00,SC01,L1,E01,5.0,6.047,1.283
2025-06-06 09:00:00,SC01,L1,E01,4.397,3.883,1.128
2025-06-06 10:00:00,SC01,L1,E01,3.484,4.868,0.894
2025-06-06 11:00:00,SC01,L1,E01,4.76,4.511,1.221
2025-06-06 12:00:00,SC01,L1,E01,4.058,2.514,1.041
2025-06-06 13:00:00,SC01,L1,E01,2.016,1.794,0.517
2025-06-06 14:00:00,SC01,L1,E01,4.559,3.202,1.17
2025-06-06 15:00:00,SC01,L1,E01,3.66,2.552,0.939
2025-06-06 16:00:00,SC01,L1,E01,3.881,3.202,0.996
2025-06-06 17:00:00,SC01,L1,E01,4.252,2.733,1.091
2025-06-06 18:00:00,SC01,L1,E01,3.004,3.457,0.771
2025-06-06 19:00:00,SC01,L1,E01,4.358,2.873,1.118
2025-06-06 20:00:00,SC01,L1,E01,3.994,3.046,1.025
2025-06-06 21:00:00,SC01,L1,E01,3.545,2.391,0.91
2025-06-06 22:00:00,SC01,L1,E01,4.284,2.787,1.099
2025-06-06 23:00:00,SC01,L1,E01,2.895,2.357,0.743
2025-06-07 00:00:00,SC01,L1,E01,2.609,2.759,0.669
2025-06-07 01:00:00,SC01,L1,E01,2.925,4.012,0.75
2025-06-07 02:00:00,SC01,L1,E01,2.793,3.632,0.716
2025-06-07 03:00:00,SC01,L1,E01,3.179,4.136,0.816
2025-06-07 04:00:00,SC01,L1,E01,3.481,2.579,0.893
2025-06-07 05:00:00,SC01,L1,E01,2.483,2.016,0.637
2025-06-07 06:00:00,SC01,L1,E01,3.425,2.264,0.879
2025-06-07 07:00:00,SC01,L1,E01,2.48,3.033,0.636
2025-06-07 08:00:00,SC01,L1,E01,1.989,1.304,0.51
2025-06-07 09:00:00,SC01,L1,E01,2.234,2.335,0.573
2025-06-07 10:00:00,SC01,L1,E01,2.762,2.205,0.709
2025-06-07 11:00:00,SC01,L1,E01,3.416,2.715,0.876
2025-06-07 12:00:00,SC01,L1,E01,2.55,3.55,0.654
2025-06-07 13:00:00,SC01,L1,E01,2.009,2.422,0.516
2025-06-07 14:00:00,SC01,L1,E01,3.704,4.702,0.95
2025-06-07 15:00:00,SC01,L1,E01,1.4,1.481,0.359
2025-06-07 16:00:00,SC01,L1,E01,2.015,2.613,0.517
2025-06-07 17:00:00,SC01,L1,E01,3.263,3.642,0.837
2025-06-07 18:00:00,SC01,L1,E01,3.962,5.376,1.016
2025-06-07 19:00:00,SC01,L1,E01,2.933,2.42,0.752
2025-06-07 20:00:00,SC01,L1,E01,2.748,2.958,0.705
2025-06-07 21:00:00,SC01,L1,E01,2.316,2.668,0.594
2025-06-07 22:00:00,SC01,L1,E01,2.987,2.731,0.766
2025-06-07 23:00:00,SC01,L1,E01,2.652,3.457,0.68
2025-06-08 00:00:00,SC01,L1,E01,1.945,2.691,0.499
2025-06-08 01:00:00,SC01,L1,E01,2.301,2.29,0.59
2025-06-08 02:00:00,SC01,L1,E01,1.854,1.692,0.476
2025-06-08 03:00:00,SC01,L1,E01,2.559,2.502,0.657
2025-06-08 04:00:00,SC01,L1,E01,2.678,3.433,0.687
2025-06-08 05:00:00,SC01,L1,E01,3.856,4.305,0.989
2025-06-08 06:00:00,SC01,L1,E01,2.07,1.316,0.531
2025-06-08 07:00:00,SC01,L1,E01,2.404,2.485,0.617
2025-06-08 08:00:00,SC01,L1,E01,3.556,2.183,0.912
2025-06-08 09:00:00,SC01,L1,E01,3.992,4.882,1.024
2025-06-08 10:00:00,SC01,L1,E01,2.928,2.526,0.751
2025-06-08 11:00:00,SC01,L1,E01,2.345,2.293,0.602
2025-06-08 12:00:00,SC01,L1,E01,2.17,2.688,0.557
2025-06-08 13:00:00,SC01,L1,E01,1.074,0.684,0.276
2025-06-08 14:00:00,SC01,L1,E01,1.806,1.313,0.463
2025-06-08 15:00:00,SC01,L1,E01,2.63,2.415,0.675
2025-06-08 16:00:00,SC01,L1,E01,2.404,1.884,0.617
2025-06-08 17:00:00,SC01,L1,E01,3.047,2.652,0.782
2025-06-08 18:00:00,SC01,L1,E01,2.392,3.346,0.614
2025-06-08 19:00:00,SC01,L1,E01,1.967,2.48,0.505
2025-06-08 20:00:00,SC01,L1,E01,2.821,3.688,0.724
2025-06-08 21:00:00,SC01,L1,E01,4.553,6.144,1.168
2025-06-08 22:00:00,SC01,L1,E01,2.294,2.002,0.589
2025-06-08 23:00:00,SC01,L1,E01,2.659,2.228,0.682
2025-06-09 00:00:00,SC01,L1,E01,4.925,3.877,1.263
2025-06-09 01:00:00,SC01,L1,E01,3.79,4.791,0.972
2025-06-09 02:00:00,SC01,L1,E01,5.265,6.022,1.351
2025-06-09 03:00:00,SC01,L1,E01,2.984,2.354,0.766
2025-06-09 04:00:00,SC01,L1,E01,3.921,3.535,1.006
2025-06-09 05:00:00,SC01,L1,E01,3.998,4.02,1.026
2025-06-09 06:00:00,SC01,L1,E01,4.368,4.467,1.121
2025-06-09 07:00:00,SC01,L1,E01,2.67,3.5,0.685
2025-06-09 08:00:00,SC01,L1,E01,5.329,4.82,1.367
2025-06-09 09:00:00,SC01,L1,E01,4.579,6.075,1.175
2025-06-09 10:00:00,SC01,L1,E01,5.146,4.904,1.32
2025-06-09 11:00:00,SC01,L1,E01,5.538,6.629,1.421
2025-06-09 12:00:00,SC01,L1,E01,3.655,4.913,0.938
2025-06-09 13:00:00,SC01,L1,E01,2.252,2.986,0.578
2025-06-09 14:00:00,SC01,L1,E01,5.164,3.334,1.325
2025-06-09 15:00:00,SC01,L1,E01,4.018,3.072,1.031
2025-06-09 16:00:00,SC01,L1,E01,3.341,3.279,0.857
2025-06-09 17:00:00,SC01,L1,E01,4.708,4.45,1.208
2025-06-09 18:00:00,SC01,L1,E01,6.218,6.919,1.595
2025-06-09 19:00:00,SC01,L1,E01,4.16,5.64,1.067
2025-06-09 20:00:00,SC01,L1,E01,5.008,3.455,1.285
2025-06-09 21:00:00,SC01,L1,E01,3.457,3.324,0.887
2025-06-09 22:00:00,SC01,L1,E01,2.898,2.185,0.743
2025-06-09 23:00:00,SC01,L1,E01,4.978,6.548,1.277
2025-06-10 00:00:00,SC01,L1,E01,4.684,6.425,1.202
2025-06-10 01:00:00,SC01,L1,E01,3.875,3.809,0.994
2025-06-10 02:00:00,SC01,L1,E01,5.612,3.834,1.44
2025-06-10 03:00:00,SC01,L1,E01,2.836,3.483,0.727
2025-06-10 04:00:00,SC01,L1,E01,3.263,3.778,0.837
2025-06-10 05:00:00,SC01,L1,E01,3.813,3.37,0.978
2025-06-10 06:00:00,SC01,L1,E01,3.962,5.19,1.016
2025-06-10 07:00:00,SC01,L1,E01,5.42,7.483,1.39
2025-06-10 08:00:00,SC01,L1,E01,4.287,4.485,1.1
2025-06-10 09:00:00,SC01,L1,E01,4.093,4.308,1.05
2025-06-10 10:00:00,SC01,L1,E01,3.231,2.708,0.829
2025-06-10 11:00:00,SC01,L1,E01,5.117,5.462,1.313
2025-06-10 12:00:00,SC01,L1,E01,3.338,3.177,0.856
2025-06-10 13:00:00,SC01,L1,E01,3.228,2.717,0.828
2025-06-10 14:00:00,SC01,L1,E01,3.927,2.567,1.007
2025-06-10 15:00:00,SC01,L1,E01,4.378,3.512,1.123
2025-06-10 16:00:00,SC01,L1,E01,3.671,2.784,0.942
2025-06-10 17:00:00,SC01,L1,E01,4.813,4.975,1.235
2025-06-10 18:00:00,SC01,L1,E01,4.021,4.348,1.032
2025-06-10 19:00:00,SC01,L1,E01,5.089,5.532,1.306
2025-06-10 20:00:00,SC01,L1,E01,4.651,4.235,1.193
2025-06-10 21:00:00,SC01,L1,E01,5.68,5.322,1.457
2025-06-10 22:00:00,SC01,L1,E01,3.893,4.935,0.999
2025-06-10 23:00:00,SC01,L1,E01,4.922,4.829,1.263
2025-06-11 00:00:00,SC01,L1,E01,2.818,3.917,0.723
2025-06-11 01:00:00,SC01,L1,E01,6.561,6.244,1.683
2025-06-11 02:00:00,SC01,L1,E01,4.882,5.467,1.253
2025-06-11 03:00:00,SC01,L1,E01,4.01,2.568,1.029
2025-06-11 04:00:00,SC01,L1,E01,4.04,4.536,1.036
2025-06-11 05:00:00,SC01,L1,E01,4.05,5.188,1.039
2025-06-11 06:00:00,SC01,L1,E01,5.719,7.744,1.467
2025-06-11 07:00:00,SC01,L1,E01,4.966,6.942,1.274
2025-06-11 08:00:00,SC01,L1,E01,3.893,3.214,0.999
2025-06-11 09:00:00,SC01,L1,E01,3.256,3.453,0.835
2025-06-11 10:00:00,SC01,L1,E01,5.204,4.999,1.335
2025-06-11 11:00:00,SC01,L1,E01,4.918,5.169,1.262
2025-06-11 12:00:00,SC01,L1,E01,4.812,3.494,1.235
2025-06-11 13:00:00,SC01,L1,E01,4.18,5.371,1.072
2025-06-11 14:00:00,SC01,L1,E01,4.008,5.321,1.028
2025-06-11 15:00:00,SC01,L1,E01,5.595,5.37,1.435
2025-06-11 16:00:00,SC01,L1,E01,5.67,4.674,1.455
2025-06-11 17:00:00,SC01,L1,E01,4.759,3.392,1.221
2025-06-11 18:00:00,SC01,L1,E01,5.023,5.762,1.289
2025-06-11 19:00:00,SC01,L1,E01,4.436,3.77,1.138
2025-06-11 20:00:00,SC01,L1,E01,3.151,4.184,0.808
2025-06-11 21:00:00,SC01,L1,E01,3.463,3.937,0.889
2025-06-11 22:00:00,SC01,L1,E01,5.164,5.766,1.325
2025-06-11 23:00:00,SC01,L1,E01,5.266,5.516,1.351
2025-06-12 00:00:00,SC01,L1,E01,5.091,3.241,1.306
2025-06-12 01:00:00,SC01,L1,E01,4.524,6.087,1.161
2025-06-12 02:00:00,SC01,L1,E01,5.12,5.644,1.314
2025-06-12 03:00:00,SC01,L1,E01,4.201,5.861,1.078
2025-06-12 04:00:00,SC01,L1,E01,4.744,4.886,1.217
2025-06-12 05:00:00,SC01,L1,E01,4.083,4.77,1.048
2025-06-12 06:00:00,SC01,L1,E01,3.402,2.194,0.873
2025-06-12 07:00:00,SC01,L1,E01,4.939,5.459,1.267
2025-06-12 08:00:00,SC01,L1,E01,5.267,6.383,1.351
2025-06-12 09:00:00,SC01,L1,E01,6.226,7.614,1.597
2025-06-12 10:00:00,SC01,L1,E01,4.458,5.422,1.144
2025-06-12 11:00:00,SC01,L1,E01,3.409,2.663,0.875
2025-06-12 12:00:00,SC01,L1,E01,3.984,5.5,1.022
2025-06-12 13:00:00,SC01,L1,E01,4.139,5.778,1.062
2025-06-12 14:00:00,SC01,L1,E01,4.366,2.884,1.12
2025-06-12 15:00:00,SC01,L1,E01,4.624,6.238,1.186
2025-06-12 16:00:00,SC01,L1,E01,4.538,3.773,1.164
2025-06-12 17:00:00,SC01,L1,E01,4.869,5.606,1.249
2025-06-12 18:00:00,SC01,L1,E01,4.405,3.835,1.13
2025-06-12 19:00:00,SC01,L1,E01,2.467,3.39,0.633
2025-06-12 20:00:00,SC01,L1,E01,4.429,3.017,1.136
2025-06-12 21:00:00,SC01,L1,E01,4.317,4.309,1.107
2025-06-12 22:00:00,SC01,L1,E01,4.687,4.418,1.203
2025-06-12 23:00:00,SC01,L1,E01,3.958,3.407,1.015
2025-06-13 00:00:00,SC01,L1,E01,4.426,4.941,1.135
2025-06-13 01:00:00,SC01,L1,E01,4.692,3.307,1.204
2025-06-13 02:00:00,SC01,L1,E01,4.119,4.833,1.057
2025-06-13 03:00:00,SC01,L1,E01,4.788,6.629,1.228
2025-06-13 04:00:00,SC01,L1,E01,4.303,5.352,1.104
2025-06-13 05:00:00,SC01,L1,E01,4.373,5.632,1.122
2025-06-13 06:00:00,SC01,L1,E01,1.909,1.695,0.49
2025-06-13 07:00:00,SC01,L1,E01,3.332,2.865,0.855
2025-06-13 08:00:00,SC01,L1,E01,3.334,3.38,0.855
2025-06-13 09:00:00,SC01,L1,E01,4.42,2.814,1.134
2025-06-13 10:00:00,SC01,L1,E01,5.265,7.14,1.351
2025-06-13 11:00:00,SC01,L1,E01,4.153,2.969,1.065
2025-06-13 12:00:00,SC01,L1,E01,4.926,6.514,1.264
2025-06-13 13:00:00,SC01,L1,E01,4.766,3.178,1.223
2025-06-13 14:00:00,SC01,L1,E01,4.359,5.484,1.118
2025-06-13 15:00:00,SC01,L1,E01,4.706,3.396,1.207
2025-06-13 16:00:00,SC01,L1,E01,4.444,2.802,1.14
2025-06-13 17:00:00,SC01,L1,E01,4.133,4.859,1.06
2025-06-13 18:00:00,SC01,L1,E01,4.56,3.758,1.17
2025-06-13 19:00:00,SC01,L1,E01,5.405,6.332,1.387
2025-06-13 20:00:00,SC01,L1,E01,4.625,4.829,1.187
2025-06-13 21:00:00,SC01,L1,E01,4.422,3.038,1.134
2025-06-13 22:00:00,SC01,L1,E01,3.545,4.771,0.91
2025-06-13 23:00:00,SC01,L1,E01,5.38,5.175,1.38
2025-06-14 00:00:00,SC01,L1,E01,1.423,1.69,0.365
2025-06-14 01:00:00,SC01,L1,E01,1.183,1.184,0.304
2025-06-14 02:00:00,SC01,L1,E01,2.846,3.083,0.73
2025-06-14 03:00:00,SC01,L1,E01,1.844,1.553,0.473
2025-06-14 04:00:00,SC01,L1,E01,3.42,2.6,0.877
2025-06-14 05:00:00,SC01,L1,E01,1.201,1.242,0.308
2025-06-14 06:00:00,SC01,L1,E01,3.318,3.159,0.851
2025-06-14 07:00:00,SC01,L1,E01,3.205,2.923,0.822
2025-06-14 08:00:00,SC01,L1,E01,2.643,3.008,0.678
2025-06-14 09:00:00,SC01,L1,E01,0.869,1.001,0.223
2025-06-14 10:00:00,SC01,L1,E01,1.17,0.745,0.3
2025-06-14 11:00:00,SC01,L1,E01,2.74,2.387,0.703
2025-06-14 12:00:00,SC01,L1,E01,2.362,2.195,0.606
2025-06-14 13:00:00,SC01,L1,E01,3.13,2.121,0.803
2025-06-14 14:00:00,SC01,L1,E01,2.494,1.967,0.64
2025-06-14 15:00:00,SC01,L1,E01,2.424,1.555,0.622
2025-06-14 16:00:00,SC01,L1,E01,0.607,0.848,0.156
2025-06-14 17:00:00,SC01,L1,E01,3.206,3.813,0.823
2025-06-14 18:00:00,SC01,L1,E01,2.029,1.359,0.521
2025-06-14 19:00:00,SC01,L1,E01,2.23,1.374,0.572
2025-06-14 20:00:00,SC01,L1,E01,1.693,1.989,0.434
2025-06-14 21:00:00,SC01,L1,E01,1.316,1.252,0.338
2025-06-14 22:00:00,SC01,L1,E01,3.726,4.581,0.956
2025-06-14 23:00:00,SC01,L1,E01,3.185,4.264,0.817
2025-06-15 00:00:00,SC01,L1,E01,3.198,3.452,0.82
2025-06-15 01:00:00,SC01,L1,E01,2.375,1.781,0.609
2025-06-15 02:00:00,SC01,L1,E01,1.158,1.419,0.297
2025-06-15 03:00:00,SC01,L1,E01,4.23,5.772,1.085
2025-06-15 04:00:00,SC01,L1,E01,2.886,3.071,0.74
2025-06-15 05:00:00,SC01,L1,E01,2.658,3.045,0.682
2025-06-15 06:00:00,SC01,L1,E01,2.261,1.967,0.58
2025-06-15 07:00:00,SC01,L1,E01,0.913,0.826,0.234
2025-06-15 08:00:00,SC01,L1,E01,3.462,4.111,0.888
2025-06-15 09:00:00,SC01,L1,E01,1.702,2.285,0.437
2025-06-15 10:00:00,SC01,L1,E01,2.986,3.294,0.766
2025-06-15 11:00:00,SC01,L1,E01,3.165,3.899,0.812
2025-06-15 12:00:00,SC01,L1,E01,2.816,2.076,0.722
2025-06-15 13:00:00,SC01,L1,E01,2.924,2.25,0.75
2025-06-15 14:00:00,SC01,L1,E01,3.625,3.718,0.93
2025-06-15 15:00:00,SC01,L1,E01,1.914,1.419,0.491
2025-06-15 16:00:00,SC01,L1,E01,2.68,2.969,0.688
2025-06-15 17:00:00,SC01,L1,E01,2.368,1.974,0.608
2025-06-15 18:00:00,SC01,L1,E01,1.077,1.328,0.276
2025-06-15 19:00:00,SC01,L1,E01,2.777,3.462,0.713
2025-06-15 20:00:00,SC01,L1,E01,3.549,3.447,0.911
2025-06-15 21:00:00,SC01,L1,E01,3.649,2.718,0.936
2025-06-15 22:00:00,SC01,L1,E01,4.034,4.508,1.035
2025-06-15 23:00:00,SC01,L1,E01,1.129,1.575,0.29
2025-06-16 00:00:00,SC01,L1,E01,5.55,6.094,1.424
2025-06-16 01:00:00,SC01,L1,E01,4.395,2.763,1.128
2025-06-16 02:00:00,SC01,L1,E01,5.528,3.393,1.418
2025-06-16 03:00:00,SC01,L1,E01,3.931,3.366,1.009
2025-06-16 04:00:00,SC01,L1,E01,3.823,2.892,0.981
2025-06-16 05:00:00,SC01,L1,E01,3.275,4.095,0.84
2025-06-16 06:00:00,SC01,L1,E01,4.868,6.211,1.249
2025-06-16 07:00:00,SC01,L1,E01,4.659,3.759,1.195
2025-06-16 08:00:00,SC01,L1,E01,3.354,2.886,0.86
2025-06-16 09:00:00,SC01,L1,E01,2.516,1.985,0.645
2025-06-16 10:00:00,SC01,L1,E01,4.579,6.076,1.175
2025-06-16 11:00:00,SC01,L1,E01,4.671,4.68,1.198
2025-06-16 12:00:00,SC01,L1,E01,3.458,3.89,0.887
2025-06-16 13:00:00,SC01,L1,E01,3.297,3.074,0.846
2025-06-16 14:00:00,SC01,L1,E01,4.772,5.272,1.224
2025-06-16 15:00:00,SC01,L1,E01,5.732,5.209,1.471
2025-06-16 16:00:00,SC01,L1,E01,3.851,3.357,0.988
2025-06-16 17:00:00,SC01,L1,E01,3.544,3.925,0.909
2025-06-16 18:00:00,SC01,L1,E01,4.486,4.813,1.151
2025-06-16 19:00:00,SC01,L1,E01,4.755,3.97,1.22
2025-06-16 20:00:00,SC01,L1,E01,3.956,2.846,1.015
2025-06-16 21:00:00,SC01,L1,E01,5.867,5.25,1.505
2025-06-16 22:00:00,SC01,L1,E01,4.969,4.632,1.275
2025-06-16 23:00:00,SC01,L1,E01,3.942,4.348,1.011
2025-06-17 00:00:00,SC01,L1,E01,2.973,3.959,0.763
2025-06-17 01:00:00,SC01,L1,E01,5.303,3.335,1.36
2025-06-17 02:00:00,SC01,L1,E01,5.201,4.134,1.334
2025-06-17 03:00:00,SC01,L1,E01,4.005,3.024,1.027
2025-06-17 04:00:00,SC01,L1,E01,4.528,4.536,1.162
2025-06-17 05:00:00,SC01,L1,E01,4.127,3.895,1.059
2025-06-17 06:00:00,SC01,L1,E01,4.664,5.518,1.196
2025-06-17 07:00:00,SC01,L1,E01,3.427,2.721,0.879
2025-06-17 08:00:00,SC01,L1,E01,3.313,3.564,0.85
2025-06-17 09:00:00,SC01,L1,E01,4.896,6.399,1.256
2025-06-17 10:00:00,SC01,L1,E01,4.997,6.639,1.282
2025-06-17 11:00:00,SC01,L1,E01,3.855,5.269,0.989
2025-06-17 12:00:00,SC01,L1,E01,3.648,4.445,0.936
2025-06-17 13:00:00,SC01,L1,E01,5.165,6.843,1.325
