timestamp,site_code,line_code,equip_code,kwh,kw_demand,kvarh
2025-09-04 13:00:00,SC01,L1,E01,3.427,3.065,0.879
2025-09-04 14:00:00,SC01,L1,E01,3.386,3.851,0.869
2025-09-04 15:00:00,SC01,L1,E01,4.83,6.111,1.239
2025-09-04 16:00:00,SC01,L1,E01,5.475,7.02,1.405
2025-09-04 17:00:00,SC01,L1,E01,2.599,1.917,0.667
2025-09-04 18:00:00,SC01,L1,E01,3.985,3.941,1.022
2025-09-04 19:00:00,SC01,L1,E01,4.833,5.737,1.24
2025-09-04 20:00:00,SC01,L1,E01,4.221,5.146,1.083
2025-09-04 21:00:00,SC01,L1,E01,3.356,4.121,0.861
2025-09-04 22:00:00,SC01,L1,E01,3.865,3.025,0.992
2025-09-04 23:00:00,SC01,L1,E01,4.489,3.385,1.152
2025-09-05 00:00:00,SC01,L1,E01,4.001,4.29,1.027
2025-09-05 01:00:00,SC01,L1,E01,4.209,5.021,1.08
2025-09-05 02:00:00,SC01,L1,E01,4.232,3.62,1.086
2025-09-05 03:00:00,SC01,L1,E01,3.828,2.617,0.982
2025-09-05 04:00:00,SC01,L1,E01,4.9,5.75,1.257
2025-09-05 05:00:00,SC01,L1,E01,3.865,3.246,0.992
2025-09-05 06:00:00,SC01,L1,E01,3.443,2.524,0.883
2025-09-05 07:00:00,SC01,L1,E01,6.031,4.331,1.547
2025-09-05 08:00:00,SC01,L1,E01,4.185,3.565,1.074
2025-09-05 09:00:00,SC01,L1,E01,2.167,2.328,0.556
2025-09-05 10:00:00,SC01,L1,E01,5.251,4.656,1.347
2025-09-05 11:00:00,SC01,L1,E01,5.248,3.236,1.346
2025-09-05 12:00:00,SC01,L1,E01,4.613,3.125,1.183
2025-09-05 13:00:00,SC01,L1,E01,4.753,3.956,1.219
2025-09-05 14:00:00,SC01,L1,E01,5.975,6.738,1.533
2025-09-05 15:00:00,SC01,L1,E01,3.477,2.36,0.892
2025-09-05 16:00:00,SC01,L1,E01,4.354,4.565,1.117
2025-09-05 17:00:00,SC01,L1,E01,5.823,4.052,1.494
2025-09-05 18:00:00,SC01,L1,E01,5.992,4.61,1.537
2025-09-05 19:00:00,SC01,L1,E01,3.954,2.917,1.014
2025-09-05 20:00:00,SC01,L1,E01,5.855,3.828,1.502
2025-09-05 21:00:00,SC01,L1,E01,4.889,5.559,1.254
2025-09-05 22:00:00,SC01,L1,E01,5.443,5.284,1.396
2025-09-05 23:00:00,SC01,L1,E01,4.863,6.151,1.248
2025-09-06 00:00:00,SC01,L1,E01,2.793,1.897,0.716
2025-09-06 01:00:00,SC01,L1,E01,4.316,3.089,1.107
2025-09-06 02:00:00,SC01,L1,E01,2.125,1.796,0.545
2025-09-06 03:00:00,SC01,L1,E01,4.07,4.936,1.044
2025-09-06 04:00:00,SC01,L1,E01,4.197,3.545,1.077
2025-09-06 05:00:00,SC01,L1,E01,3.639,3.372,0.934
2025-09-06 06:00:00,SC01,L1,E01,2.491,2.096,0.639
2025-09-06 07:00:00,SC01,L1,E01,2.744,1.822,0.704
2025-09-06 08:00:00,SC01,L1,E01,1.528,2.066,0.392
2025-09-06 09:00:00,SC01,L1,E01,2.186,2.271,0.561
2025-09-06 10:00:00,SC01,L1,E01,3.045,3.746,0.781
2025-09-06 11:00:00,SC01,L1,E01,1.407,1.585,0.361
2025-09-06 12:00:00,SC01,L1,E01,2.31,2.336,0.593
2025-09-06 13:00:00,SC01,L1,E01,4.104,2.757,1.053
2025-09-06 14:00:00,SC01,L1,E01,2.425,2.702,0.622
2025-09-06 15:00:00,SC01,L1,E01,3.375,2.445,0.866
2025-09-06 16:00:00,SC01,L1,E01,3.002,2.796,0.77
2025-09-06 17:00:00,SC01,L1,E01,2.302,2.54,0.591
2025-09-06 18:00:00,SC01,L1,E01,2.424,2.972,0.622
2025-09-06 19:00:00,SC01,L1,E01,2.682,3.079,0.688
2025-09-06 20:00:00,SC01,L1,E01,0.908,1.032,0.233
2025-09-06 21:00:00,SC01,L1,E01,3.306,2.378,0.848
2025-09-06 22:00:00,SC01,L1,E01,2.454,2.152,0.629
2025-09-06 23:00:00,SC01,L1,E01,3.334,2.115,0.855
2025-09-07 00:00:00,SC01,L1,E01,2.859,3.361,0.733
2025-09-07 01:00:00,SC01,L1,E01,2.418,3.294,0.62
2025-09-07 02:00:00,SC01,L1,E01,2.706,2.196,0.694
2025-09-07 03:00:00,SC01,L1,E01,2.709,1.816,0.695
2025-09-07 04:00:00,SC01,L1,E01,3.729,3.656,0.957
2025-09-07 05:00:00,SC01,L1,E01,2.598,3.34,0.667
2025-09-07 06:00:00,SC01,L1,E01,2.779,2.894,0.713
2025-09-07 07:00:00,SC01,L1,E01,1.539,0.981,0.395
2025-09-07 08:00:00,SC01,L1,E01,2.511,3.463,0.644
2025-09-07 09:00:00,SC01,L1,E01,3.712,4.688,0.952
2025-09-07 10:00:00,SC01,L1,E01,2.891,2.039,0.742
2025-09-07 11:00:00,SC01,L1,E01,1.684,2.252,0.432
2025-09-07 12:00:00,SC01,L1,E01,1.769,1.699,0.454
2025-09-07 13:00:00,SC01,L1,E01,1.955,1.755,0.502
2025-09-07 14:00:00,SC01,L1,E01,3.348,3.244,0.859
2025-09-07 15:00:00,SC01,L1,E01,3.25,4.119,0.834
2025-09-07 16:00:00,SC01,L1,E01,0.0,0.0,0.0
2025-09-07 17:00:00,SC01,L1,E01,2.483,1.608,0.637
2025-09-07 18:00:00,SC01,L1,E01,2.666,3.643,0.684
2025-09-07 19:00:00,SC01,L1,E01,1.779,1.277,0.456
2025-09-07 20:00:00,SC01,L1,E01,2.236,2.675,0.574
2025-09-07 21:00:00,SC01,L1,E01,3.613,4.007,0.927
2025-09-07 22:00:00,SC01,L1,E01,2.875,2.157,0.738
2025-09-07 23:00:00,SC01,L1,E01,2.149,1.583,0.551
2025-09-08 00:00:00,SC01,L1,E01,4.097,5.311,1.051
2025-09-08 01:00:00,SC01,L1,E01,4.065,3.804,1.043
2025-09-08 02:00:00,SC01,L1,E01,4.473,5.026,1.147
2025-09-08 03:00:00,SC01,L1,E01,3.103,3.114,0.796
2025-09-08 04:00:00,SC01,L1,E01,3.711,4.386,0.952
2025-09-08 05:00:00,SC01,L1,E01,5.076,4.991,1.302
2025-09-08 06:00:00,SC01,L1,E01,4.189,3.477,1.075
2025-09-08 07:00:00,SC01,L1,E01,3.567,3.177,0.915
2025-09-08 08:00:00,SC01,L1,E01,3.6,4.635,0.924
2025-09-08 09:00:00,SC01,L1,E01,4.824,4.701,1.238
2025-09-08 10:00:00,SC01,L1,E01,3.833,2.954,0.983
2025-09-08 11:00:00,SC01,L1,E01,4.656,6.275,1.194
2025-09-08 12:00:00,SC01,L1,E01,3.746,4.635,0.961
2025-09-08 13:00:00,SC01,L1,E01,3.343,2.155,0.858
2025-09-08 14:00:00,SC01,L1,E01,4.443,6.216,1.14
2025-09-08 15:00:00,SC01,L1,E01,4.169,4.82,1.07
2025-09-08 16:00:00,SC01,L1,E01,4.795,3.492,1.23
2025-09-08 17:00:00,SC01,L1,E01,4.955,3.913,1.271
2025-09-08 18:00:00,SC01,L1,E01,3.961,4.571,1.016
2025-09-08 19:00:00,SC01,L1,E01,4.526,5.539,1.161
2025-09-08 20:00:00,SC01,L1,E01,3.936,3.114,1.01
2025-09-08 21:00:00,SC01,L1,E01,4.754,3.83,1.22
2025-09-08 22:00:00,SC01,L1,E01,4.434,3.75,1.138
2025-09-08 23:00:00,SC01,L1,E01,3.748,4.042,0.962
2025-09-09 00:00:00,SC01,L1,E01,3.681,2.715,0.944
2025-09-09 01:00:00,SC01,L1,E01,4.462,3.049,1.145
2025-09-09 02:00:00,SC01,L1,E01,5.177,5.918,1.328
2025-09-09 03:00:00,SC01,L1,E01,4.968,6.078,1.275
2025-09-09 04:00:00,SC01,L1,E01,3.493,3.495,0.896
2025-09-09 05:00:00,SC01,L1,E01,3.577,3.187,0.918
2025-09-09 06:00:00,SC01,L1,E01,3.695,3.494,0.948
2025-09-09 07:00:00,SC01,L1,E01,3.77,3.433,0.967
2025-09-09 08:00:00,SC01,L1,E01,2.794,3.822,0.717
2025-09-09 09:00:00,SC01,L1,E01,4.879,5.926,1.252
2025-09-09 10:00:00,SC01,L1,E01,3.883,2.976,0.996
2025-09-09 11:00:00,SC01,L1,E01,4.617,4.189,1.184
2025-09-09 12:00:00,SC01,L1,E01,3.995,4.135,1.025
2025-09-09 13:00:00,SC01,L1,E01,4.229,4.611,1.085
2025-09-09 14:00:00,SC01,L1,E01,3.699,3.605,0.949
2025-09-09 15:00:00,SC01,L1,E01,4.225,5.273,1.084
2025-09-09 16:00:00,SC01,L1,E01,3.55,4.31,0.911
2025-09-09 17:00:00,SC01,L1,E01,4.231,4.248,1.085
2025-09-09 18:00:00,SC01,L1,E01,5.413,6.948,1.389
2025-09-09 19:00:00,SC01,L1,E01,4.664,5.601,1.196
2025-09-09 20:00:00,SC01,L1,E01,4.48,5.479,1.149
2025-09-09 21:00:00,SC01,L1,E01,3.191,4.357,0.819
2025-09-09 22:00:00,SC01,L1,E01,4.701,3.823,1.206
2025-09-09 23:00:00,SC01,L1,E01,4.779,3.891,1.226
2025-09-10 00:00:00,SC01,L1,E01,4.462,5.85,1.145
2025-09-10 01:00:00,SC01,L1,E01,4.419,5.381,1.134
2025-09-10 02:00:00,SC01,L1,E01,4.135,5.546,1.061
2025-09-10 03:00:00,SC01,L1,E01,4.767,3.101,1.223
2025-09-10 04:00:00,SC01,L1,E01,5.365,5.913,1.376
2025-09-10 05:00:00,SC01,L1,E01,4.512,3.229,1.157
2025-09-10 06:00:00,SC01,L1,E01,3.47,3.481,0.89
2025-09-10 07:00:00,SC01,L1,E01,3.531,2.559,0.906
2025-09-10 08:00:00,SC01,L1,E01,4.828,3.392,1.239
2025-09-10 09:00:00,SC01,L1,E01,3.476,2.12,0.892
2025-09-10 10:00:00,SC01,L1,E01,4.408,4.867,1.131
2025-09-10 11:00:00,SC01,L1,E01,3.971,3.523,1.019
2025-09-10 12:00:00,SC01,L1,E01,3.389,2.319,0.87
2025-09-10 13:00:00,SC01,L1,E01,4.913,4.217,1.26
2025-09-10 14:00:00,SC01,L1,E01,4.813,3.538,1.235
2025-09-10 15:00:00,SC01,L1,E01,3.163,4.28,0.811
2025-09-10 16:00:00,SC01,L1,E01,4.632,3.965,1.188
2025-09-10 17:00:00,SC01,L1,E01,4.515,3.916,1.158
2025-09-10 18:00:00,SC01,L1,E01,4.917,6.254,1.261
2025-09-10 19:00:00,SC01,L1,E01,4.381,4.898,1.124
2025-09-10 20:00:00,SC01,L1,E01,5.389,6.295,1.382
2025-09-10 21:00:00,SC01,L1,E01,4.146,4.597,1.064
2025-09-10 22:00:00,SC01,L1,E01,4.03,5.468,1.034
2025-09-10 23:00:00,SC01,L1,E01,8.871,6.791,2.276
2025-09-11 00:00:00,SC01,L1,E01,3.5,4.869,0.898
2025-09-11 01:00:00,SC01,L1,E01,3.428,4.335,0.879
2025-09-11 02:00:00,SC01,L1,E01,4.422,4.737,1.134
2025-09-11 03:00:00,SC01,L1,E01,4.032,4.556,1.034
2025-09-11 04:00:00,SC01,L1,E01,4.512,5.049,1.157
2025-09-11 05:00:00,SC01,L1,E01,3.28,2.121,0.841
2025-09-11 06:00:00,SC01,L1,E01,3.563,2.759,0.914
2025-09-11 07:00:00,SC01,L1,E01,3.549,4.859,0.911
2025-09-11 08:00:00,SC01,L1,E01,5.983,6.147,1.535
2025-09-11 09:00:00,SC01,L1,E01,4.115,3.714,1.056
2025-09-11 10:00:00,SC01,L1,E01,4.194,5.073,1.076
2025-09-11 11:00:00,SC01,L1,E01,4.185,4.267,1.074
2025-09-11 12:00:00,SC01,L1,E01,5.49,3.352,1.408
2025-09-11 13:00:00,SC01,L1,E01,2.957,3.515,0.758
2025-09-11 14:00:00,SC01,L1,E01,4.199,4.979,1.077
2025-09-11 15:00:00,SC01,L1,E01,2.949,2.159,0.757
2025-09-11 16:00:00,SC01,L1,E01,2.343,3.199,0.601
2025-09-11 17:00:00,SC01,L1,E01,3.66,2.851,0.939
2025-09-11 18:00:00,SC01,L1,E01,4.577,4.422,1.174
2025-09-11 19:00:00,SC01,L1,E01,3.609,2.497,0.926
2025-09-11 20:00:00,SC01,L1,E01,4.564,4.941,1.171
2025-09-11 21:00:00,SC01,L1,E01,4.332,3.901,1.111
2025-09-11 22:00:00,SC01,L1,E01,4.136,3.65,1.061
2025-09-11 23:00:00,SC01,L1,E01,5.259,6.635,1.349
2025-09-12 00:00:00,SC01,L1,E01,3.77,2.291,0.967
2025-09-12 01:00:00,SC01,L1,E01,4.552,5.637,1.168
2025-09-12 02:00:00,SC01,L1,E01,2.805,2.965,0.72
2025-09-12 03:00:00,SC01,L1,E01,4.326,6.009,1.11
2025-09-12 04:00:00,SC01,L1,E01,4.041,4.331,1.037
2025-09-12 05:00:00,SC01,L1,E01,3.301,2.127,0.847
2025-09-12 06:00:00,SC01,L1,E01,4.566,2.925,1.171
2025-09-12 07:00:00,SC01,L1,E01,3.656,4.777,0.938
2025-09-12 08:00:00,SC01,L1,E01,5.633,7.171,1.445
2025-09-12 09:00:00,SC01,L1,E01,2.3,2.017,0.59
2025-09-12 10:00:00,SC01,L1,E01,4.446,4.866,1.141
2025-09-12 11:00:00,SC01,L1,E01,4.281,4.246,1.098
2025-09-12 12:00:00,SC01,L1,E01,4.023,5.526,1.032
2025-09-12 13:00:00,SC01,L1,E01,3.824,5.2,0.981
2025-09-12 14:00:00,SC01,L1,E01,4.302,5.967,1.104
2025-09-12 15:00:00,SC01,L1,E01,5.097,6.591,1.308
2025-09-12 16:00:00,SC01,L1,E01,2.909,3.863,0.746
2025-09-12 17:00:00,SC01,L1,E01,3.602,2.788,0.924
2025-09-12 18:00:00,SC01,L1,E01,3.407,4.309,0.874
2025-09-12 19:00:00,SC01,L1,E01,3.369,3.932,0.864
2025-09-12 20:00:00,SC01,L1,E01,4.521,6.195,1.16
2025-09-12 21:00:00,SC01,L1,E01,4.719,4.988,1.211
2025-09-12 22:00:00,SC01,L1,E01,5.099,3.407,1.308
2025-09-12 23:00:00,SC01,L1,E01,4.731,5.1,1.214
2025-09-13 00:00:00,SC01,L1,E01,3.097,3.56,0.795
2025-09-13 01:00:00,SC01,L1,E01,1.419,1.101,0.364
2025-09-13 02:00:00,SC01,L1,E01,3.735,3.419,0.958
2025-09-13 03:00:00,SC01,L1,E01,2.381,2.568,0.611
2025-09-13 04:00:00,SC01,L1,E01,3.375,3.035,0.866
2025-09-13 05:00:00,SC01,L1,E01,1.447,1.303,0.371
2025-09-13 06:00:00,SC01,L1,E01,2.355,1.664,0.604
2025-09-13 07:00:00,SC01,L1,E01,3.303,4.467,0.847
2025-09-13 08:00:00,SC01,L1,E01,2.571,3.086,0.66
2025-09-13 09:00:00,SC01,L1,E01,1.945,1.169,0.499
2025-09-13 10:00:00,SC01,L1,E01,3.596,4.36,0.923
2025-09-13 11:00:00,SC01,L1,E01,1.611,1.92,0.413
2025-09-13 12:00:00,SC01,L1,E01,2.532,1.539,0.65
2025-09-13 13:00:00,SC01,L1,E01,3.06,2.741,0.785
2025-09-13 14:00:00,SC01,L1,E01,4.225,4.586,1.084
2025-09-13 15:00:00,SC01,L1,E01,2.182,2.099,0.56
2025-09-13 16:00:00,SC01,L1,E01,2.327,2.845,0.597
2025-09-13 17:00:00,SC01,L1,E01,2.193,2.062,0.563
2025-09-13 18:00:00,SC01,L1,E01,2.739,1.981,0.703
2025-09-13 19:00:00,SC01,L1,E01,3.019,4.169,0.774
2025-09-13 20:00:00,SC01,L1,E01,3.423,2.717,0.878
2025-09-13 21:00:00,SC01,L1,E01,3.153,3.702,0.809
2025-09-13 22:00:00,SC01,L1,E01,2.15,1.537,0.552
2025-09-13 23:00:00,SC01,L1,E01,3.199,2.761,0.821
2025-09-14 00:00:00,SC01,L1,E01,2.622,2.5,0.673
2025-09-14 01:00:00,SC01,L1,E01,3.145,2.37,0.807
2025-09-14 02:00:00,SC01,L1,E01,3.19,3.063,0.818
2025-09-14 03:00:00,SC01,L1,E01,3.852,2.796,0.988
2025-09-14 04:00:00,SC01,L1,E01,2.265,2.372,0.581
2025-09-14 05:00:00,SC01,L1,E01,2.112,2.388,0.542
2025-09-14 06:00:00,SC01,L1,E01,2.906,1.889,0.746
2025-09-14 07:00:00,SC01,L1,E01,3.494,4.532,0.896
2025-09-14 08:00:00,SC01,L1,E01,2.595,1.941,0.666
2025-09-14 09:00:00,SC01,L1,E01,3.547,2.767,0.91
2025-09-14 10:00:00,SC01,L1,E01,3.1,3.501,0.795
2025-09-14 11:00:00,SC01,L1,E01,2.387,2.328,0.612
2025-09-14 12:00:00,SC01,L1,E01,2.999,2.998,0.769
2025-09-14 13:00:00,SC01,L1,E01,2.2,1.546,0.565
2025-09-14 14:00:00,SC01,L1,E01,2.739,3.409,0.703
2025-09-14 15:00:00,SC01,L1,E01,1.69,1.848,0.434
2025-09-14 16:00:00,SC01,L1,E01,2.494,1.766,0.64
2025-09-14 17:00:00,SC01,L1,E01,3.348,3.011,0.859
2025-09-14 18:00:00,SC01,L1,E01,3.162,3.947,0.811
2025-09-14 19:00:00,SC01,L1,E01,3.045,3.212,0.781
2025-09-14 20:00:00,SC01,L1,E01,2.778,1.908,0.713
2025-09-14 21:00:00,SC01,L1,E01,2.676,2.404,0.687
2025-09-14 22:00:00,SC01,L1,E01,1.535,1.219,0.394
2025-09-14 23:00:00,SC01,L1,E01,2.383,2.417,0.611
2025-09-15 00:00:00,SC01,L1,E01,4.393,5.6,1.127
2025-09-15 01:00:00,SC01,L1,E01,3.348,3.177,0.859
2025-09-15 02:00:00,SC01,L1,E01,2.846,2.694,0.73
2025-09-15 03:00:00,SC01,L1,E01,5.15,6.82,1.321
2025-09-15 04:00:00,SC01,L1,E01,4.288,4.549,1.1
2025-09-15 05:00:00,SC01,L1,E01,4.415,4.649,1.133
2025-09-15 06:00:00,SC01,L1,E01,4.692,3.798,1.204
2025-09-15 07:00:00,SC01,L1,E01,3.462,3.76,0.888
2025-09-15 08:00:00,SC01,L1,E01,3.924,4.163,1.007
2025-09-15 09:00:00,SC01,L1,E01,5.45,5.001,1.398
2025-09-15 10:00:00,SC01,L1,E01,3.856,5.37,0.989
2025-09-15 11:00:00,SC01,L1,E01,4.035,5.267,1.035
2025-09-15 12:00:00,SC01,L1,E01,3.712,4.453,0.952
2025-09-15 13:00:00,SC01,L1,E01,3.655,3.764,0.938
2025-09-15 14:00:00,SC01,L1,E01,5.132,4.976,1.317
2025-09-15 15:00:00,SC01,L1,E01,2.266,1.695,0.581
2025-09-15 16:00:00,SC01,L1,E01,3.882,3.278,0.996
2025-09-15 17:00:00,SC01,L1,E01,4.428,5.398,1.136
2025-09-15 18:00:00,SC01,L1,E01,5.605,5.397,1.438
2025-09-15 19:00:00,SC01,L1,E01,3.339,4.36,0.857
2025-09-15 20:00:00,SC01,L1,E01,3.203,2.301,0.822
2025-09-15 21:00:00,SC01,L1,E01,3.559,3.583,0.913
2025-09-15 22:00:00,SC01,L1,E01,4.809,5.374,1.234
2025-09-15 23:00:00,SC01,L1,E01,4.347,4.406,1.115
2025-09-16 00:00:00,SC01,L1,E01,3.093,4.056,0.794
2025-09-16 01:00:00,SC01,L1,E01,4.327,6.022,1.11
2025-09-16 02:00:00,SC01,L1,E01,5.488,3.802,1.408
2025-09-16 03:00:00,SC01,L1,E01,4.459,3.139,1.144
2025-09-16 04:00:00,SC01,L1,E01,4.379,3.084,1.123
2025-09-16 05:00:00,SC01,L1,E01,4.427,5.069,1.136
2025-09-16 06:00:00,SC01,L1,E01,4.579,4.112,1.175
2025-09-16 07:00:00,SC01,L1,E01,3.234,3.837,0.83
2025-09-16 08:00:00,SC01,L1,E01,4.062,3.755,1.042
2025-09-16 09:00:00,SC01,L1,E01,4.103,4.522,1.053
2025-09-16 10:00:00,SC01,L1,E01,3.86,4.694,0.99
2025-09-16 11:00:00,SC01,L1,E01,4.796,4.981,1.23
2025-09-16 12:00:00,SC01,L1,E01,3.74,3.858,0.959
2025-09-16 13:00:00,SC01,L1,E01,3.959,2.655,1.016
2025-09-16 14:00:00,SC01,L1,E01,3.239,3.008,0.831
2025-09-16 15:00:00,SC01,L1,E01,4.55,4.717,1.167
2025-09-16 16:00:00,SC01,L1,E01,5.001,4.849,1.283
2025-09-16 17:00:00,SC01,L1,E01,3.958,5.228,1.016
2025-09-16 18:00:00,SC01,L1,E01,4.893,6.485,1.255
2025-09-16 19:00:00,SC01,L1,E01,4.13,5.193,1.059
2025-09-16 20:00:00,SC01,L1,E01,2.225,2.003,0.571
2025-09-16 21:00:00,SC01,L1,E01,4.206,4.937,1.079
2025-09-16 22:00:00,SC01,L1,E01,4.107,3.763,1.054
2025-09-16 23:00:00,SC01,L1,E01,4.33,3.403,1.111
2025-09-17 00:00:00,SC01,L1,E01,4.45,3.891,1.142
2025-09-17 01:00:00,SC01,L1,E01,3.7,2.43,0.949
2025-09-17 02:00:00,SC01,L1,E01,5.424,4.694,1.392
2025-09-17 03:00:00,SC01,L1,E01,4.194,4.063,1.076
2025-09-17 04:00:00,SC01,L1,E01,4.088,5.577,1.049
2025-09-17 05:00:00,SC01,L1,E01,4.843,4.12,1.242
2025-09-17 06:00:00,SC01,L1,E01,4.262,5.634,1.093
2025-09-17 07:00:00,SC01,L1,E01,6.3,4.933,1.616
2025-09-17 08:00:00,SC01,L1,E01,4.079,3.071,1.047
2025-09-17 09:00:00,SC01,L1,E01,4.529,4.598,1.162
2025-09-17 10:00:00,SC01,L1,E01,3.648,4.151,0.936
2025-09-17 11:00:00,SC01,L1,E01,4.944,3.142,1.268
2025-09-17 12:00:00,SC01,L1,E01,4.494,3.491,1.153
2025-09-17 13:00:00,SC01,L1,E01,3.976,3.835,1.02
