date_key,y,m,site_code,cost_per_unit_imp,kwh_per_unit_imp,fx_effect_ratio_imp,cost_per_unit_imp_lag1,cost_per_unit_imp_roll3,kwh_per_unit_imp_lag1,kwh_per_unit_imp_roll3,fx_effect_ratio_imp_lag1,fx_effect_ratio_imp_roll3,cost_per_unit_imp_mean,cost_per_unit_imp_std,cost_per_unit_imp_z,cost_per_unit_imp_is_outlier,kwh_per_unit_imp_mean,kwh_per_unit_imp_std,kwh_per_unit_imp_z,kwh_per_unit_imp_is_outlier,fx_effect_ratio_imp_mean,fx_effect_ratio_imp_std,fx_effect_ratio_imp_z,fx_effect_ratio_imp_is_outlier,fx_effect_ratio_imp_cap,cost_per_unit_imp_robust,kwh_per_unit_imp_robust,fx_effect_ratio_imp_robust
20250413,2025,4,SC01,800.1126305606434,0.4602170511534603,7.040907621771482e-06,800.1126305606434,800.1126305606434,0.49072802989855857,0.4919830962085505,7.040907621771482e-06,7.040907621771482e-06,800.1126305606434,0.0,,False,0.5152960707504971,0.036535972802458176,-1.5075284814458545,False,7.040907621771482e-06,2.4901868863161637e-07,0.0,False,7.040907621771482e-06,0.2605424034831696,-1.8516883862828089,1.7032637988085892
20250414,2025,4,SC01,800.1126305606434,0.5007767997270557,7.040907621771482e-06,800.1126305606434,800.1126305606434,0.4602170511534603,0.48390729359302487,7.040907621771482e-06,7.040907621771482e-06,800.1126305606434,0.0,,False,0.5152960707504971,0.036535972802458176,-0.3973965905313063,False,7.040907621771482e-06,2.4901868863161637e-07,0.0,False,7.040907621771482e-06,0.2605424034831696,-0.718828629105611,1.7032637988085892
20250415,2025,4,SC01,800.1126305606434,0.5564095482923247,7.040907621771482e-06,800.1126305606434,800.1126305606434,0.5007767997270557,0.5058011330576135,7.040907621771482e-06,7.040907621771482e-06,800.1126305606434,0.0,,False,0.5152960707504971,0.036535972802458176,1.1252876107642995,False,7.040907621771482e-06,2.4901868863161637e-07,0.0,False,7.040907621771482e-06,0.2605424034831696,0.8350296724663018,1.7032637988085892
20250416,2025,4,SC01,800.1126305606434,0.5396687749909124,7.040907621771482e-06,800.1126305606434,800.1126305606434,0.5564095482923247,0.5322850410034309,7.040907621771482e-06,7.040907621771482e-06,800.1126305606434,0.0,,False,0.5152960707504971,0.036535972802458176,0.6670878690487597,False,7.040907621771482e-06,2.4901868863161637e-07,0.0,False,7.040907621771482e-06,0.2605424034831696,0.36744915128075467,1.7032637988085892
20250417,2025,4,SC01,800.1126305606434,0.51931070793312,7.040907621771482e-06,800.1126305606434,800.1126305606434,0.5396687749909124,0.5384630104054523,7.040907621771482e-06,7.040907621771482e-06,800.1126305606434,0.0,,False,0.5152960707504971,0.036535972802458176,0.10988176513949945,False,7.040907621771482e-06,2.4901868863161637e-07,0.0,False,7.040907621771482e-06,0.2605424034831696,-0.20116470148612,1.7032637988085892
20250418,2025,4,SC01,800.1126305606434,0.5675120269763956,7.040907621771482e-06,800.1126305606434,800.1126305606434,0.51931070793312,0.5421638366334759,7.040907621771482e-06,7.040907621771482e-06,800.1126305606434,0.0,,False,0.5152960707504971,0.036535972802458176,1.4291656200922433,False,7.040907621771482e-06,2.4901868863161637e-07,0.0,False,7.040907621771482e-06,0.2605424034831696,1.1451290135231051,1.7032637988085892
20250419,2025,4,SC01,800.1126305606434,0.4609212362911265,7.040907621771482e-06,800.1126305606434,800.1126305606434,0.5675120269763956,0.5159146570668807,7.040907621771482e-06,7.040907621771482e-06,800.1126305606434,0.0,,False,0.5152960707504971,0.036535972802458176,-1.4882547333107328,False,7.040907621771482e-06,2.4901868863161637e-07,0.0,False,7.040907621771482e-06,0.2605424034831696,-1.8320200443398882,1.7032637988085892
20250420,2025,4,SC01,800.1126305606434,0.4264342205323194,7.040907621771482e-06,800.1126305606434,800.1126305606434,0.4609212362911265,0.48495582793328046,7.040907621771482e-06,7.040907621771482e-06,800.1126305606434,0.0,,False,0.5152960707504971,0.036535972802458176,-2.4321741944202184,False,7.040907621771482e-06,2.4901868863161637e-07,0.0,False,7.040907621771482e-06,0.2605424034831696,-2.7952644842653007,1.7032637988085892
20250421,2025,4,SC01,800.1126305606434,0.5310079533017148,7.040907621771482e-06,800.1126305606434,800.1126305606434,0.4264342205323194,0.4727878033750535,7.040907621771482e-06,7.040907621771482e-06,800.1126305606434,0.0,,False,0.5152960707504971,0.036535972802458176,0.4300387083209286,False,7.040907621771482e-06,2.4901868863161637e-07,0.0,False,7.040907621771482e-06,0.2605424034831696,0.1255468540321296,1.7032637988085892
20250422,2025,4,SC01,800.1126305606434,0.5241346867343367,7.040907621771482e-06,800.1126305606434,800.1126305606434,0.5310079533017148,0.49385895352279024,7.040907621771482e-06,7.040907621771482e-06,800.1126305606434,0.0,,False,0.5152960707504971,0.036535972802458176,0.241915441300223,False,7.040907621771482e-06,2.4901868863161637e-07,0.0,False,7.040907621771482e-06,0.2605424034831696,-0.06642788369104995,1.7032637988085892
20250423,2025,4,SC01,800.1126305606434,0.5344067015706806,7.040907621771482e-06,800.1126305606434,800.1126305606434,0.5241346867343367,0.5298497805355774,7.040907621771482e-06,7.040907621771482e-06,800.1126305606434,0.0,,False,0.5152960707504971,0.036535972802458176,0.5230634181690028,False,7.040907621771482e-06,2.4901868863161637e-07,0.0,False,7.040907621771482e-06,0.2605424034831696,0.22047607016621545,1.7032637988085892
20250424,2025,4,SC01,800.1126305606434,0.5210482269503546,7.040907621771482e-06,800.1126305606434,800.1126305606434,0.5344067015706806,0.5265298717517906,7.040907621771482e-06,7.040907621771482e-06,800.1126305606434,0.0,,False,0.5152960707504971,0.036535972802458176,0.1574381563879,False,7.040907621771482e-06,2.4901868863161637e-07,0.0,False,7.040907621771482e-06,0.2605424034831696,-0.15263468241108574,1.7032637988085892
20250425,2025,4,SC01,800.1126305606434,0.5284431674842327,7.040907621771482e-06,800.1126305606434,800.1126305606434,0.5210482269503546,0.5279660320017558,7.040907621771482e-06,7.040907621771482e-06,800.1126305606434,0.0,,False,0.5152960707504971,0.036535972802458176,0.3598397887150564,False,7.040907621771482e-06,2.4901868863161637e-07,0.0,False,7.040907621771482e-06,0.2605424034831696,0.05391074334144816,1.7032637988085892
20250426,2025,4,SC01,800.1126305606434,0.4736676699532953,7.040907621771482e-06,800.1126305606434,800.1126305606434,0.5284431674842327,0.5077196881292941,7.040907621771482e-06,7.040907621771482e-06,800.1126305606434,0.0,,False,0.5152960707504971,0.036535972802458176,-1.1393812071811322,False,7.040907621771482e-06,2.4901868863161637e-07,0.0,False,7.040907621771482e-06,0.2605424034831696,-1.4760039877512083,1.7032637988085892
20250427,2025,4,SC01,800.1126305606434,0.47225464304884585,7.040907621771482e-06,800.1126305606434,800.1126305606434,0.4736676699532953,0.4914551601621245,7.040907621771482e-06,7.040907621771482e-06,800.1126305606434,0.0,,False,0.5152960707504971,0.036535972802458176,-1.1780561567189307,False,7.040907621771482e-06,2.4901868863161637e-07,0.0,False,7.040907621771482e-06,0.2605424034831696,-1.5154707342709721,1.7032637988085892
20250428,2025,4,SC01,800.1126305606434,0.5399123248293208,7.040907621771482e-06,800.1126305606434,800.1126305606434,0.47225464304884585,0.49527821261048727,7.040907621771482e-06,7.040907621771482e-06,800.1126305606434,0.0,,False,0.5152960707504971,0.036535972802458176,0.6737538976153257,False,7.040907621771482e-06,2.4901868863161637e-07,0.0,False,7.040907621771482e-06,0.2605424034831696,0.37425165426716556,1.7032637988085892
20250429,2025,4,SC01,800.1126305606434,0.5094890921885994,7.040907621771482e-06,800.1126305606434,800.1126305606434,0.5399123248293208,0.507218686688922,7.040907621771482e-06,7.040907621771482e-06,800.1126305606434,0.0,,False,0.5152960707504971,0.036535972802458176,-0.15893866007878718,False,7.040907621771482e-06,2.4901868863161637e-07,0.0,False,7.040907621771482e-06,0.2605424034831696,-0.4754887202170626,1.7032637988085892
20250430,2025,4,SC01,800.1126305606434,0.5171607843137255,7.040907621771482e-06,800.1126305606434,800.1126305606434,0.5094890921885994,0.5221874004438819,7.040907621771482e-06,7.040907621771482e-06,800.1126305606434,0.0,,False,0.5152960707504971,0.036535972802458176,0.051037742263233536,False,7.040907621771482e-06,2.4901868863161637e-07,0.0,False,7.040907621771482e-06,0.2605424034831696,-0.2612134452547713,1.7032637988085892
20250502,2025,5,SC01,697.2196640280183,0.5633092654115908,6.740606971888616e-07,800.1126305606434,765.8149750497683,0.5171607843137255,0.5299863806379718,7.040907621771482e-06,4.9186253135772754e-06,697.2196640280183,0.0,,False,0.515989450476187,0.03150919996643478,1.5017777343065268,False,6.740606971888616e-07,1.228424460473425e-07,0.0,False,6.740606971888616e-07,-0.9475560978499794,1.027743191045942,-0.3607094124120366
20250503,2025,5,SC01,697.2196640280183,0.4741144335230213,6.740606971888616e-07,697.2196640280183,731.5173195388934,0.5633092654115908,0.5181948277494457,6.740606971888616e-07,2.796343005383069e-06,697.2196640280183,0.0,,False,0.515989450476187,0.03150919996643478,-1.3289774731752368,False,6.740606971888616e-07,1.228424460473425e-07,0.0,False,6.740606971888616e-07,-0.9475560978499794,-1.4635255950857047,-0.3607094124120366
20250504,2025,5,SC01,697.2196640280183,0.4845683881064164,6.740606971888616e-07,697.2196640280183,697.2196640280183,0.4741144335230213,0.5073306956803427,6.740606971888616e-07,6.740606971888616e-07,697.2196640280183,0.0,,False,0.515989450476187,0.03150919996643478,-0.9972027980158807,False,6.740606971888616e-07,1.228424460473425e-07,0.0,False,6.740606971888616e-07,-0.9475560978499794,-1.1715399475564152,-0.3607094124120366
20250505,2025,5,SC01,697.2196640280183,0.5376255288633919,6.740606971888616e-07,697.2196640280183,697.2196640280183,0.4845683881064164,0.4987694501642765,6.740606971888616e-07,6.740606971888616e-07,697.2196640280183,0.0,,False,0.515989450476187,0.03150919996643478,0.6866590840215775,False,6.740606971888616e-07,1.228424460473425e-07,0.0,False,6.740606971888616e-07,-0.9475560978499794,0.3103799781897014,-0.3607094124120366
20250506,2025,5,SC01,697.2196640280183,0.5109025320846341,6.740606971888616e-07,697.2196640280183,697.2196640280183,0.5376255288633919,0.5110321496848141,6.740606971888616e-07,6.740606971888616e-07,697.2196640280183,0.0,,False,0.515989450476187,0.03150919996643478,-0.16144232151155216,False,6.740606971888616e-07,1.228424460473425e-07,0.0,False,6.740606971888616e-07,-0.9475560978499794,-0.4360104385777911,-0.3607094124120366
20250507,2025,5,SC01,697.2196640280183,0.5427143468950749,6.740606971888616e-07,697.2196640280183,697.2196640280183,0.5109025320846341,0.5304141359477003,6.740606971888616e-07,6.740606971888616e-07,697.2196640280183,0.0,,False,0.515989450476187,0.03150919996643478,0.8481616939610209,False,6.740606971888616e-07,1.228424460473425e-07,0.0,False,6.740606971888616e-07,-0.9475560978499794,0.4525139253277363,-0.3607094124120366
20250508,2025,5,SC01,697.2196640280183,0.5438814814814816,6.740606971888616e-07,697.2196640280183,697.2196640280183,0.5427143468950749,0.5324994534870635,6.740606971888616e-07,6.740606971888616e-07,697.2196640280183,0.0,,False,0.515989450476187,0.03150919996643478,0.8852027672872242,False,6.740606971888616e-07,1.228424460473425e-07,0.0,False,6.740606971888616e-07,-0.9475560978499794,0.4851127419044885,-0.3607094124120366
20250509,2025,5,SC01,697.2196640280183,0.511761078465261,6.740606971888616e-07,697.2196640280183,697.2196640280183,0.5438814814814816,0.5327856356139391,6.740606971888616e-07,6.740606971888616e-07,697.2196640280183,0.0,,False,0.515989450476187,0.03150919996643478,-0.13419483882264077,False,6.740606971888616e-07,1.228424460473425e-07,0.0,False,6.740606971888616e-07,-0.9475560978499794,-0.41203068824680644,-0.3607094124120366
20250510,2025,5,SC01,697.2196640280183,0.4501876892028254,6.740606971888616e-07,697.2196640280183,697.2196640280183,0.511761078465261,0.5019434163831893,6.740606971888616e-07,6.740606971888616e-07,697.2196640280183,0.0,,False,0.515989450476187,0.03150919996643478,-2.0883348781770734,False,6.740606971888616e-07,1.228424460473425e-07,0.0,False,6.740606971888616e-07,-0.9475560978499794,-2.1318148896170794,-0.3607094124120366
20250511,2025,5,SC01,697.2196640280183,0.49001188546731483,6.740606971888616e-07,697.2196640280183,697.2196640280183,0.4501876892028254,0.483986884378467,6.740606971888616e-07,6.740606971888616e-07,697.2196640280183,0.0,,False,0.515989450476187,0.03150919996643478,-0.8244438143953148,False,6.740606971888616e-07,1.228424460473425e-07,0.0,False,6.740606971888616e-07,-0.9475560978499794,-1.0194995795725592,-0.3607094124120366
