ref_month,site_code,cost_center,account_code,account_name,amount_br,amount_fx,fx_rate
2025-01-01,SC01,CC04,LABR,Mão de obra,208198.62,39391.06,5.2854
2025-01-01,SC01,CC04,PACK,Embalagens,50347.28,9525.68,5.2854
2025-01-01,SC01,CC04,MATL,Matéria-prima,85046.99,16090.84,5.2854
2025-01-01,SC01,CC04,LOGS,Logística,129595.28,24519.35,5.2854
2025-01-01,SC01,CC04,DEPR,Depreciação,68260.31,12914.81,5.2854
2025-01-01,SC01,CC04,OTHR,Outros,252783.15,47826.42,5.2854
2025-01-01,SC01,CC05,ELEC,Energia,251741.66,47629.37,5.2854
2025-01-01,SC01,CC05,GAS,Gás,242823.8,45942.12,5.2854
2025-01-01,SC01,CC05,WATR,Água,237824.94,44996.34,5.2854
2025-01-01,SC01,CC05,MNTC,Manutenção,122406.79,23159.29,5.2854
2025-01-01,SC01,CC05,LABR,Mão de obra,143445.26,27139.76,5.2854
2025-01-01,SC01,CC05,PACK,Embalagens,126849.8,23999.91,5.2854
2025-01-01,SC01,CC05,MATL,Matéria-prima,120955.98,22884.8,5.2854
2025-01-01,SC01,CC05,LOGS,Logística,178768.7,33822.93,5.2854
2025-01-01,SC01,CC05,DEPR,Depreciação,171581.9,32463.19,5.2854
2025-01-01,SC01,CC05,OTHR,Outros,68461.51,12952.88,5.2854
2025-01-01,SC02,CC01,ELEC,Energia,177974.74,33672.71,5.2854
2025-01-01,SC02,CC01,GAS,Gás,108103.9,20453.19,5.2854
2025-01-01,SC02,CC01,WATR,Água,106069.04,20068.2,5.2854
2025-01-01,SC02,CC01,MNTC,Manutenção,178044.33,33685.88,5.2854
2025-01-01,SC02,CC01,LABR,Mão de obra,203838.51,38566.12,5.2854
2025-01-01,SC02,CC01,PACK,Embalagens,143481.19,27146.56,5.2854
2025-01-01,SC02,CC01,MATL,Matéria-prima,60303.79,11409.44,5.2854
2025-01-01,SC02,CC01,LOGS,Logística,44689.4,8455.21,5.2854
2025-01-01,SC02,CC01,DEPR,Depreciação,273192.86,51687.93,5.2854
2025-01-01,SC02,CC01,OTHR,Outros,84708.09,16026.72,5.2854
2025-01-01,SC02,CC02,ELEC,Energia,267287.78,50570.69,5.2854
2025-01-01,SC02,CC02,GAS,Gás,211443.44,40004.97,5.2854
2025-01-01,SC02,CC02,WATR,Água,156225.13,29557.7,5.2854
2025-01-01,SC02,CC02,MNTC,Manutenção,203512.43,38504.43,5.2854
2025-01-01,SC02,CC02,LABR,Mão de obra,323109.3,61132.09,5.2854
2025-01-01,SC02,CC02,PACK,Embalagens,255020.54,48249.74,5.2854
2025-01-01,SC02,CC02,MATL,Matéria-prima,189928.86,35934.43,5.2854
2025-01-01,SC02,CC02,LOGS,Logística,127722.78,24165.07,5.2854
2025-01-01,SC02,CC02,DEPR,Depreciação,216265.38,40917.28,5.2854
2025-01-01,SC02,CC02,OTHR,Outros,53398.77,10103.02,5.2854
2025-01-01,SC02,CC03,ELEC,Energia,67090.94,12693.57,5.2854
2025-01-01,SC02,CC03,GAS,Gás,186816.61,35345.59,5.2854
2025-01-01,SC02,CC03,WATR,Água,160708.89,30406.03,5.2854
2025-01-01,SC02,CC03,MNTC,Manutenção,196465.23,37171.1,5.2854
2025-01-01,SC02,CC03,LABR,Mão de obra,283094.11,53561.24,5.2854
2025-01-01,SC02,CC03,PACK,Embalagens,80076.71,15150.47,5.2854
2025-01-01,SC02,CC03,MATL,Matéria-prima,50413.14,9538.14,5.2854
2025-01-01,SC02,CC03,LOGS,Logística,223130.16,42216.09,5.2854
2025-01-01,SC02,CC03,DEPR,Depreciação,220004.67,41624.75,5.2854
2025-01-01,SC02,CC03,OTHR,Outros,152147.31,28786.18,5.2854
2025-01-01,SC02,CC04,ELEC,Energia,143413.64,27133.78,5.2854
2025-01-01,SC02,CC04,GAS,Gás,204770.11,38742.38,5.2854
2025-01-01,SC02,CC04,WATR,Água,149049.96,28200.16,5.2854
2025-01-01,SC02,CC04,MNTC,Manutenção,239284.25,45272.44,5.2854
2025-01-01,SC02,CC04,LABR,Mão de obra,180345.99,34121.35,5.2854
2025-01-01,SC02,CC04,PACK,Embalagens,124423.48,23540.85,5.2854
2025-01-01,SC02,CC04,MATL,Matéria-prima,80634.15,15255.93,5.2854
2025-01-01,SC02,CC04,LOGS,Logística,284912.33,53905.24,5.2854
2025-01-01,SC02,CC04,DEPR,Depreciação,196426.23,37163.73,5.2854
2025-01-01,SC02,CC04,OTHR,Outros,196800.86,37234.61,5.2854
2025-01-01,SC02,CC05,ELEC,Energia,69470.23,13143.73,5.2854
2025-01-01,SC02,CC05,GAS,Gás,47722.72,9029.11,5.2854
2025-01-01,SC02,CC05,WATR,Água,297205.6,56231.12,5.2854
2025-01-01,SC02,CC05,MNTC,Manutenção,291470.88,55146.12,5.2854
2025-01-01,SC02,CC05,LABR,Mão de obra,231269.66,43756.08,5.2854
2025-01-01,SC02,CC05,PACK,Embalagens,217861.76,41219.31,5.2854
2025-01-01,SC02,CC05,MATL,Matéria-prima,333757.98,63146.81,5.2854
2025-01-01,SC02,CC05,LOGS,Logística,59227.73,11205.85,5.2854
2025-01-01,SC02,CC05,DEPR,Depreciação,75623.15,14307.85,5.2854
2025-01-01,SC02,CC05,OTHR,Outros,270960.37,51265.54,5.2854
2025-01-01,SC03,CC01,ELEC,Energia,81983.09,15511.15,5.2854
2025-01-01,SC03,CC01,GAS,Gás,107662.91,20369.76,5.2854
2025-01-01,SC03,CC01,WATR,Água,72678.3,13750.69,5.2854
2025-01-01,SC03,CC01,MNTC,Manutenção,91863.48,17380.52,5.2854
2025-01-01,SC03,CC01,LABR,Mão de obra,205511.92,38882.73,5.2854
2025-01-01,SC03,CC01,PACK,Embalagens,45317.82,8574.11,5.2854
2025-01-01,SC03,CC01,MATL,Matéria-prima,253658.66,47992.07,5.2854
2025-01-01,SC03,CC01,LOGS,Logística,79627.93,15065.56,5.2854
2025-01-01,SC03,CC01,DEPR,Depreciação,100079.46,18934.97,5.2854
2025-01-01,SC03,CC01,OTHR,Outros,152346.9,28823.94,5.2854
2025-01-01,SC03,CC02,ELEC,Energia,120451.31,22789.32,5.2854
2025-01-01,SC03,CC02,GAS,Gás,237962.96,45022.45,5.2854
2025-01-01,SC03,CC02,WATR,Água,126289.37,23893.87,5.2854
2025-01-01,SC03,CC02,MNTC,Manutenção,147793.53,27962.45,5.2854
2025-01-01,SC03,CC02,LABR,Mão de obra,223609.21,42306.73,5.2854
2025-01-01,SC03,CC02,PACK,Embalagens,126796.58,23989.84,5.2854
2025-01-01,SC03,CC02,MATL,Matéria-prima,200850.31,38000.76,5.2854
2025-01-01,SC03,CC02,LOGS,Logística,236689.88,44781.58,5.2854
2025-01-01,SC03,CC02,DEPR,Depreciação,164003.96,31029.45,5.2854
2025-01-01,SC03,CC02,OTHR,Outros,163318.44,30899.75,5.2854
2025-01-01,SC03,CC03,ELEC,Energia,80909.09,15307.95,5.2854
2025-01-01,SC03,CC03,GAS,Gás,190950.76,36127.77,5.2854
2025-01-01,SC03,CC03,WATR,Água,126477.4,23929.45,5.2854
2025-01-01,SC03,CC03,MNTC,Manutenção,298918.94,56555.29,5.2854
2025-01-01,SC03,CC03,LABR,Mão de obra,280160.66,53006.23,5.2854
2025-01-01,SC03,CC03,PACK,Embalagens,249667.23,47236.89,5.2854
2025-01-01,SC03,CC03,MATL,Matéria-prima,215506.82,40773.76,5.2854
2025-01-01,SC03,CC03,LOGS,Logística,69245.86,13101.28,5.2854
2025-01-01,SC03,CC03,DEPR,Depreciação,55200.45,10443.89,5.2854
2025-01-01,SC03,CC03,OTHR,Outros,93782.49,17743.59,5.2854
2025-01-01,SC03,CC04,ELEC,Energia,225411.42,42647.71,5.2854
2025-01-01,SC03,CC04,GAS,Gás,219172.84,41467.37,5.2854
2025-01-01,SC03,CC04,WATR,Água,115301.97,21815.07,5.2854
2025-01-01,SC03,CC04,MNTC,Manutenção,155521.4,29424.56,5.2854
2025-01-01,SC03,CC04,LABR,Mão de obra,63369.25,11989.42,5.2854
2025-01-01,SC03,CC04,PACK,Embalagens,47889.62,9060.69,5.2854
2025-01-01,SC03,CC04,MATL,Matéria-prima,51370.32,9719.23,5.2854
2025-01-01,SC03,CC04,LOGS,Logística,151222.42,28611.19,5.2854
2025-01-01,SC03,CC04,DEPR,Depreciação,303684.88,57457.0,5.2854
2025-01-01,SC03,CC04,OTHR,Outros,178548.55,33781.28,5.2854
2025-01-01,SC03,CC05,ELEC,Energia,280650.62,53098.93,5.2854
2025-01-01,SC03,CC05,GAS,Gás,270252.24,51131.56,5.2854
2025-01-01,SC03,CC05,WATR,Água,102942.34,19476.63,5.2854
2025-01-01,SC03,CC05,MNTC,Manutenção,138565.37,26216.49,5.2854
2025-01-01,SC03,CC05,LABR,Mão de obra,330230.55,62479.42,5.2854
2025-01-01,SC03,CC05,PACK,Embalagens,243381.68,46047.67,5.2854
2025-01-01,SC03,CC05,MATL,Matéria-prima,90617.34,17144.75,5.2854
2025-01-01,SC03,CC05,LOGS,Logística,253152.6,47896.32,5.2854
2025-01-01,SC03,CC05,DEPR,Depreciação,172080.0,32557.43,5.2854
2025-01-01,SC03,CC05,OTHR,Outros,132496.83,25068.32,5.2854
2025-02-01,SC01,CC01,ELEC,Energia,77476.38,16381.56,4.7295
2025-02-01,SC01,CC01,GAS,Gás,109059.75,23059.53,4.7295
2025-02-01,SC01,CC01,WATR,Água,195073.6,41246.24,4.7295
2025-02-01,SC01,CC01,MNTC,Manutenção,81414.41,17214.21,4.7295
2025-02-01,SC01,CC01,LABR,Mão de obra,186352.19,39402.19,4.7295
2025-02-01,SC01,CC01,PACK,Embalagens,225292.87,47635.79,4.7295
2025-02-01,SC01,CC01,MATL,Matéria-prima,252425.28,53372.65,4.7295
2025-02-01,SC01,CC01,LOGS,Logística,152493.27,32243.09,4.7295
2025-02-01,SC01,CC01,DEPR,Depreciação,87504.75,18501.95,4.7295
2025-02-01,SC01,CC01,OTHR,Outros,62292.14,13171.01,4.7295
2025-02-01,SC01,CC02,ELEC,Energia,165740.25,35044.02,4.7295
2025-02-01,SC01,CC02,GAS,Gás,100768.06,21306.34,4.7295
2025-02-01,SC01,CC02,WATR,Água,221312.95,46794.28,4.7295
2025-02-01,SC01,CC02,MNTC,Manutenção,246779.21,52178.85,4.7295
2025-02-01,SC01,CC02,LABR,Mão de obra,50492.97,10676.2,4.7295
2025-02-01,SC01,CC02,PACK,Embalagens,237143.59,50141.5,4.7295
2025-02-01,SC01,CC02,MATL,Matéria-prima,188474.39,39850.91,4.7295
2025-02-01,SC01,CC02,LOGS,Logística,208044.05,43988.71,4.7295
2025-02-01,SC01,CC02,DEPR,Depreciação,149703.0,31653.11,4.7295
2025-02-01,SC01,CC02,OTHR,Outros,57980.16,12259.29,4.7295
2025-02-01,SC01,CC03,ELEC,Energia,130858.07,27668.55,4.7295
2025-02-01,SC01,CC03,GAS,Gás,253051.45,53505.05,4.7295
2025-02-01,SC01,CC03,WATR,Água,190756.49,40333.44,4.7295
2025-02-01,SC01,CC03,MNTC,Manutenção,292752.33,61899.38,4.7295
2025-02-01,SC01,CC03,LABR,Mão de obra,277869.09,58752.47,4.7295
2025-02-01,SC01,CC03,PACK,Embalagens,143613.11,30365.47,4.7295
2025-02-01,SC01,CC03,MATL,Matéria-prima,309867.18,65518.13,4.7295
2025-02-01,SC01,CC03,LOGS,Logística,49133.91,10388.84,4.7295
2025-02-01,SC01,CC03,DEPR,Depreciação,129365.43,27352.95,4.7295
2025-02-01,SC01,CC03,OTHR,Outros,272630.73,57644.88,4.7295
2025-02-01,SC01,CC04,ELEC,Energia,93599.69,19790.66,4.7295
2025-02-01,SC01,CC04,GAS,Gás,200851.8,42467.98,4.7295
2025-02-01,SC01,CC04,WATR,Água,89903.49,19009.14,4.7295
2025-02-01,SC01,CC04,MNTC,Manutenção,141455.3,29909.22,4.7295
2025-02-01,SC01,CC04,LABR,Mão de obra,163967.21,34669.13,4.7295
2025-02-01,SC01,CC04,PACK,Embalagens,58346.32,12336.71,4.7295
2025-02-01,SC01,CC04,MATL,Matéria-prima,273822.32,57896.83,4.7295
2025-02-01,SC01,CC04,LOGS,Logística,118916.92,25143.72,4.7295
2025-02-01,SC01,CC04,DEPR,Depreciação,234498.25,49582.17,4.7295
2025-02-01,SC01,CC04,OTHR,Outros,238384.99,50403.98,4.7295
2025-02-01,SC01,CC05,ELEC,Energia,286102.7,60493.38,4.7295
2025-02-01,SC01,CC05,GAS,Gás,271783.78,57465.8,4.7295
2025-02-01,SC01,CC05,WATR,Água,149539.37,31618.51,4.7295
2025-02-01,SC01,CC05,MNTC,Manutenção,149076.26,31520.59,4.7295
2025-02-01,SC01,CC05,LABR,Mão de obra,118646.08,25086.46,4.7295
2025-02-01,SC01,CC05,PACK,Embalagens,144904.45,30638.51,4.7295
2025-02-01,SC01,CC05,MATL,Matéria-prima,272262.26,57566.97,4.7295
2025-02-01,SC01,CC05,LOGS,Logística,146839.06,31047.56,4.7295
2025-02-01,SC01,CC05,DEPR,Depreciação,79959.19,16906.52,4.7295
2025-02-01,SC01,CC05,OTHR,Outros,99164.51,20967.29,4.7295
2025-02-01,SC02,CC01,ELEC,Energia,203609.46,43051.06,4.7295
2025-02-01,SC02,CC01,GAS,Gás,103672.99,21920.55,4.7295
2025-02-01,SC02,CC01,WATR,Água,232555.91,49171.48,4.7295
2025-02-01,SC02,CC01,MNTC,Manutenção,106975.67,22618.87,4.7295
2025-02-01,SC02,CC01,LABR,Mão de obra,85064.44,17985.97,4.7295
2025-02-01,SC02,CC01,PACK,Embalagens,128116.97,27088.98,4.7295
2025-02-01,SC02,CC01,MATL,Matéria-prima,134974.8,28538.99,4.7295
2025-02-01,SC02,CC01,LOGS,Logística,136124.62,28782.11,4.7295
2025-02-01,SC02,CC01,DEPR,Depreciação,101744.2,21512.73,4.7295
2025-02-01,SC02,CC01,OTHR,Outros,161282.78,34101.53,4.7295
2025-02-01,SC02,CC02,ELEC,Energia,286990.18,60681.03,4.7295
2025-02-01,SC02,CC02,GAS,Gás,137359.64,29043.24,4.7295
2025-02-01,SC02,CC02,WATR,Água,80729.93,17069.49,4.7295
2025-02-01,SC02,CC02,MNTC,Manutenção,220320.85,46584.51,4.7295
2025-02-01,SC02,CC02,LABR,Mão de obra,71582.61,15135.38,4.7295
2025-02-01,SC02,CC02,PACK,Embalagens,99202.44,20975.3,4.7295
2025-02-01,SC02,CC02,MATL,Matéria-prima,287794.5,60851.1,4.7295
2025-02-01,SC02,CC02,LOGS,Logística,136419.94,28844.55,4.7295
2025-02-01,SC02,CC02,DEPR,Depreciação,194132.59,41047.28,4.7295
2025-02-01,SC02,CC02,OTHR,Outros,285264.06,60316.06,4.7295
2025-02-01,SC02,CC03,ELEC,Energia,176035.33,37220.8,4.7295
2025-02-01,SC02,CC03,GAS,Gás,282510.64,59733.88,4.7295
2025-02-01,SC02,CC03,WATR,Água,304309.45,64343.01,4.7295
2025-02-01,SC02,CC03,MNTC,Manutenção,94060.34,19888.06,4.7295
2025-02-01,SC02,CC03,LABR,Mão de obra,259385.51,54844.32,4.7295
2025-02-01,SC02,CC03,PACK,Embalagens,87829.68,18570.66,4.7295
2025-02-01,SC02,CC03,MATL,Matéria-prima,317626.33,67158.72,4.7295
2025-02-01,SC02,CC03,LOGS,Logística,163902.65,34655.48,4.7295
2025-02-01,SC02,CC03,DEPR,Depreciação,89628.65,18951.03,4.7295
2025-02-01,SC02,CC03,OTHR,Outros,254257.76,53760.11,4.7295
2025-02-01,SC02,CC04,ELEC,Energia,115521.05,24425.7,4.7295
2025-02-01,SC02,CC04,GAS,Gás,223257.03,47205.33,4.7295
2025-02-01,SC02,CC04,WATR,Água,126802.79,26811.11,4.7295
2025-02-01,SC02,CC04,MNTC,Manutenção,70808.83,14971.78,4.7295
2025-02-01,SC02,CC04,LABR,Mão de obra,166222.05,35145.89,4.7295
2025-02-01,SC02,CC04,PACK,Embalagens,284915.37,60242.33,4.7295
2025-02-01,SC02,CC04,MATL,Matéria-prima,52042.93,11003.92,4.7295
2025-02-01,SC02,CC04,LOGS,Logística,232672.0,49196.03,4.7295
2025-02-01,SC02,CC04,DEPR,Depreciação,168961.66,35725.15,4.7295
2025-02-01,SC02,CC04,OTHR,Outros,208817.32,44152.21,4.7295
2025-02-01,SC02,CC05,ELEC,Energia,247170.24,52261.53,4.7295
2025-02-01,SC02,CC05,GAS,Gás,104283.34,22049.61,4.7295
2025-02-01,SC02,CC05,WATR,Água,132799.23,28078.99,4.7295
2025-02-01,SC02,CC05,MNTC,Manutenção,252681.72,53426.87,4.7295
2025-02-01,SC02,CC05,LABR,Mão de obra,275130.31,58173.39,4.7295
2025-02-01,SC02,CC05,PACK,Embalagens,231695.2,48989.49,4.7295
2025-02-01,SC02,CC05,MATL,Matéria-prima,261941.19,55384.69,4.7295
2025-02-01,SC02,CC05,LOGS,Logística,296035.13,62593.49,4.7295
2025-02-01,SC02,CC05,DEPR,Depreciação,185175.21,39153.33,4.7295
2025-02-01,SC02,CC05,OTHR,Outros,207501.71,43874.04,4.7295
2025-02-01,SC03,CC01,ELEC,Energia,245872.41,51987.11,4.7295
2025-02-01,SC03,CC01,GAS,Gás,308958.27,65325.95,4.7295
2025-02-01,SC03,CC01,WATR,Água,89041.06,18826.79,4.7295
2025-02-01,SC03,CC01,MNTC,Manutenção,236980.79,50107.08,4.7295
2025-02-01,SC03,CC01,LABR,Mão de obra,94003.39,19876.02,4.7295
2025-02-01,SC03,CC01,PACK,Embalagens,139122.43,29415.96,4.7295
2025-02-01,SC03,CC01,MATL,Matéria-prima,227412.65,48083.99,4.7295
2025-02-01,SC03,CC01,LOGS,Logística,162464.35,34351.36,4.7295
2025-02-01,SC03,CC01,DEPR,Depreciação,95999.03,20297.98,4.7295
2025-02-01,SC03,CC01,OTHR,Outros,82503.96,17444.59,4.7295
2025-02-01,SC03,CC02,ELEC,Energia,230934.96,48828.75,4.7295
2025-02-01,SC03,CC02,GAS,Gás,254679.87,53849.36,4.7295
2025-02-01,SC03,CC02,WATR,Água,286501.47,60577.7,4.7295
2025-02-01,SC03,CC02,MNTC,Manutenção,140265.69,29657.69,4.7295
2025-02-01,SC03,CC02,LABR,Mão de obra,262103.74,55419.06,4.7295
2025-02-01,SC03,CC02,PACK,Embalagens,101449.68,21450.46,4.7295
2025-02-01,SC03,CC02,MATL,Matéria-prima,197756.69,41813.56,4.7295
2025-02-01,SC03,CC02,LOGS,Logística,140140.46,29631.21,4.7295
2025-02-01,SC03,CC02,DEPR,Depreciação,164731.14,34830.65,4.7295
2025-02-01,SC03,CC02,OTHR,Outros,181281.15,38329.98,4.7295
2025-02-01,SC03,CC03,ELEC,Energia,156994.37,33194.8,4.7295
2025-02-01,SC03,CC03,GAS,Gás,63004.32,13321.6,4.7295
2025-02-01,SC03,CC03,WATR,Água,141273.59,29870.8,4.7295
2025-02-01,SC03,CC03,MNTC,Manutenção,267770.46,56617.23,4.7295
2025-02-01,SC03,CC03,LABR,Mão de obra,255863.44,54099.61,4.7295
2025-02-01,SC03,CC03,PACK,Embalagens,71954.26,15213.97,4.7295
2025-02-01,SC03,CC03,MATL,Matéria-prima,214805.28,45418.3,4.7295
2025-02-01,SC03,CC03,LOGS,Logística,133059.28,28133.97,4.7295
2025-02-01,SC03,CC03,DEPR,Depreciação,215966.05,45663.73,4.7295
2025-02-01,SC03,CC03,OTHR,Outros,284051.55,60059.69,4.7295
2025-02-01,SC03,CC04,ELEC,Energia,260768.19,55136.67,4.7295
2025-02-01,SC03,CC04,GAS,Gás,131750.14,27857.17,4.7295
2025-02-01,SC03,CC04,WATR,Água,127232.79,26902.02,4.7295
2025-02-01,SC03,CC04,MNTC,Manutenção,80363.69,16992.05,4.7295
2025-02-01,SC03,CC04,LABR,Mão de obra,254763.34,53867.01,4.7295
2025-02-01,SC03,CC04,PACK,Embalagens,289299.75,61169.36,4.7295
2025-02-01,SC03,CC04,MATL,Matéria-prima,219737.32,46461.13,4.7295
2025-02-01,SC03,CC04,LOGS,Logística,241236.18,51006.83,4.7295
2025-02-01,SC03,CC04,DEPR,Depreciação,212248.92,44877.78,4.7295
2025-02-01,SC03,CC04,OTHR,Outros,294280.45,62222.48,4.7295
2025-02-01,SC03,CC05,ELEC,Energia,222788.33,47106.23,4.7295
2025-02-01,SC03,CC05,GAS,Gás,218677.35,46237.01,4.7295
2025-02-01,SC03,CC05,WATR,Água,114828.36,24279.24,4.7295
2025-02-01,SC03,CC05,MNTC,Manutenção,252808.75,53453.73,4.7295
2025-02-01,SC03,CC05,LABR,Mão de obra,96008.69,20300.02,4.7295
2025-02-01,SC03,CC05,PACK,Embalagens,146699.15,31017.98,4.7295
2025-02-01,SC03,CC05,MATL,Matéria-prima,255275.03,53975.2,4.7295
2025-02-01,SC03,CC05,LOGS,Logística,146627.68,31002.87,4.7295
2025-02-01,SC03,CC05,DEPR,Depreciação,224756.41,47522.36,4.7295
2025-02-01,SC03,CC05,OTHR,Outros,72742.76,15380.68,4.7295
2025-03-01,SC01,CC01,ELEC,Energia,104504.83,17335.19,6.0285
2025-03-01,SC01,CC01,GAS,Gás,247193.93,41004.35,6.0285
2025-03-01,SC01,CC01,WATR,Água,271420.77,45023.08,6.0285
2025-03-01,SC01,CC01,MNTC,Manutenção,275148.19,45641.38,6.0285
2025-03-01,SC01,CC01,LABR,Mão de obra,269765.16,44748.45,6.0285
2025-03-01,SC01,CC01,PACK,Embalagens,211336.49,35056.34,6.0285
2025-03-01,SC01,CC01,MATL,Matéria-prima,254256.25,42175.84,6.0285
2025-03-01,SC01,CC01,LOGS,Logística,127432.98,21138.49,6.0285
2025-03-01,SC01,CC01,DEPR,Depreciação,218875.77,36306.95,6.0285
2025-03-01,SC01,CC01,OTHR,Outros,79935.28,13259.61,6.0285
2025-03-01,SC01,CC02,ELEC,Energia,256870.0,42609.41,6.0285
2025-03-01,SC01,CC02,GAS,Gás,218223.41,36198.74,6.0285
2025-03-01,SC01,CC02,WATR,Água,191547.6,31773.78,6.0285
2025-03-01,SC01,CC02,MNTC,Manutenção,127979.31,21229.11,6.0285
2025-03-01,SC01,CC02,LABR,Mão de obra,59152.66,9812.2,6.0285
2025-03-01,SC01,CC02,PACK,Embalagens,107751.52,17873.74,6.0285
2025-03-01,SC01,CC02,MATL,Matéria-prima,266764.56,44250.71,6.0285
2025-03-01,SC01,CC02,LOGS,Logística,236707.23,39264.82,6.0285
2025-03-01,SC01,CC02,DEPR,Depreciação,214359.35,35557.77,6.0285
2025-03-01,SC01,CC02,OTHR,Outros,83471.92,13846.26,6.0285
2025-03-01,SC01,CC03,ELEC,Energia,148620.34,24653.03,6.0285
2025-03-01,SC01,CC03,GAS,Gás,137587.76,22822.96,6.0285
2025-03-01,SC01,CC03,WATR,Água,105223.71,17454.43,6.0285
2025-03-01,SC01,CC03,MNTC,Manutenção,97098.23,16106.58,6.0285
2025-03-01,SC01,CC03,LABR,Mão de obra,106577.22,17678.95,6.0285
2025-03-01,SC01,CC03,PACK,Embalagens,116442.39,19315.38,6.0285
2025-03-01,SC01,CC03,MATL,Matéria-prima,166573.21,27631.04,6.0285
2025-03-01,SC01,CC03,LOGS,Logística,287041.73,47614.27,6.0285
2025-03-01,SC01,CC03,DEPR,Depreciação,288062.63,47783.62,6.0285
2025-03-01,SC01,CC03,OTHR,Outros,247934.77,41127.24,6.0285
2025-03-01,SC01,CC04,ELEC,Energia,154394.84,25610.9,6.0285
2025-03-01,SC01,CC04,GAS,Gás,52105.39,8643.2,6.0285
2025-03-01,SC01,CC04,WATR,Água,109323.44,18134.49,6.0285
2025-03-01,SC01,CC04,MNTC,Manutenção,252154.87,41827.27,6.0285
2025-03-01,SC01,CC04,LABR,Mão de obra,81370.76,13497.72,6.0285
2025-03-01,SC01,CC04,PACK,Embalagens,223139.46,37014.21,6.0285
2025-03-01,SC01,CC04,MATL,Matéria-prima,90368.82,14990.31,6.0285
2025-03-01,SC01,CC04,LOGS,Logística,276208.24,45817.22,6.0285
2025-03-01,SC01,CC04,DEPR,Depreciação,109646.32,18188.05,6.0285
2025-03-01,SC01,CC04,OTHR,Outros,188095.1,31201.08,6.0285
2025-03-01,SC01,CC05,ELEC,Energia,50216.17,8329.82,6.0285
2025-03-01,SC01,CC05,GAS,Gás,270961.79,44946.94,6.0285
2025-03-01,SC01,CC05,WATR,Água,107497.39,17831.59,6.0285
2025-03-01,SC01,CC05,MNTC,Manutenção,173116.23,28716.39,6.0285
2025-03-01,SC01,CC05,LABR,Mão de obra,170089.61,28214.34,6.0285
2025-03-01,SC01,CC05,PACK,Embalagens,59951.86,9944.77,6.0285
2025-03-01,SC01,CC05,MATL,Matéria-prima,191001.73,31683.23,6.0285
2025-03-01,SC01,CC05,LOGS,Logística,237693.31,39428.39,6.0285
2025-03-01,SC01,CC05,DEPR,Depreciação,190837.82,31656.04,6.0285
2025-03-01,SC01,CC05,OTHR,Outros,263684.16,43739.74,6.0285
