ref_month,site_code,cost_center,account_code,account_name,amount_br,amount_fx,fx_rate
2024-01-01,SC03,CC05,ELEC,Energia,266454.54,42751.75,6.2326
2024-01-01,SC03,CC05,GAS,Gás,202711.46,32524.38,6.2326
2024-01-01,SC03,CC05,WATR,Água,245539.35,39395.98,6.2326
2024-01-01,SC03,CC05,MNTC,Manutenção,132059.45,21188.5,6.2326
2024-01-01,SC03,CC05,LABR,Mão de obra,50704.82,8135.42,6.2326
2024-01-01,SC03,CC05,PACK,Embalagens,266104.57,42695.6,6.2326
2024-01-01,SC03,CC05,MATL,Matéria-prima,228977.11,36738.62,6.2326
2024-01-01,SC03,CC05,LOGS,Logística,174580.77,28010.91,6.2326
2024-01-01,SC03,CC05,DEPR,Depreciação,85709.83,13751.86,6.2326
2024-01-01,SC03,CC05,OTHR,Outros,167680.21,26903.73,6.2326
2024-02-01,SC01,CC01,ELEC,Energia,180474.52,29314.94,6.1564
2024-02-01,SC01,CC01,GAS,Gás,213402.14,34663.46,6.1564
2024-02-01,SC01,CC01,WATR,Água,180077.36,29250.43,6.1564
2024-02-01,SC01,CC01,MNTC,Manutenção,181349.5,29457.07,6.1564
2024-02-01,SC01,CC01,LABR,Mão de obra,296589.8,48175.84,6.1564
2024-02-01,SC01,CC01,PACK,Embalagens,193543.23,31437.72,6.1564
2024-02-01,SC01,CC01,MATL,Matéria-prima,128500.7,20872.7,6.1564
2024-02-01,SC01,CC01,LOGS,Logística,81554.37,13247.09,6.1564
2024-02-01,SC01,CC01,DEPR,Depreciação,248322.23,40335.62,6.1564
2024-02-01,SC01,CC01,OTHR,Outros,229077.21,37209.6,6.1564
2024-02-01,SC01,CC02,ELEC,Energia,192696.61,31300.21,6.1564
2024-02-01,SC01,CC02,GAS,Gás,204895.51,33281.7,6.1564
2024-02-01,SC01,CC02,WATR,Água,239421.38,38889.83,6.1564
2024-02-01,SC01,CC02,MNTC,Manutenção,94965.94,15425.56,6.1564
2024-02-01,SC01,CC02,LABR,Mão de obra,106859.09,17357.4,6.1564
2024-02-01,SC01,CC02,PACK,Embalagens,202242.13,32850.71,6.1564
2024-02-01,SC01,CC02,MATL,Matéria-prima,95917.25,15580.09,6.1564
2024-02-01,SC01,CC02,LOGS,Logística,56710.42,9211.62,6.1564
2024-02-01,SC01,CC02,DEPR,Depreciação,246072.39,39970.17,6.1564
2024-02-01,SC01,CC02,OTHR,Outros,71657.76,11639.55,6.1564
2024-02-01,SC01,CC03,ELEC,Energia,164506.62,26721.23,6.1564
2024-02-01,SC01,CC03,GAS,Gás,130663.26,21223.97,6.1564
2024-02-01,SC01,CC03,WATR,Água,131453.81,21352.38,6.1564
2024-02-01,SC01,CC03,MNTC,Manutenção,143825.79,23361.99,6.1564
2024-02-01,SC01,CC03,LABR,Mão de obra,77804.7,12638.02,6.1564
2024-02-01,SC01,CC03,PACK,Embalagens,130080.55,21129.32,6.1564
2024-02-01,SC01,CC03,MATL,Matéria-prima,80646.1,13099.55,6.1564
2024-02-01,SC01,CC03,LOGS,Logística,210806.91,34241.91,6.1564
2024-02-01,SC01,CC03,DEPR,Depreciação,170649.81,27719.09,6.1564
2024-02-01,SC01,CC03,OTHR,Outros,195288.42,31721.2,6.1564
2024-02-01,SC01,CC04,ELEC,Energia,82773.21,13445.07,6.1564
2024-02-01,SC01,CC04,GAS,Gás,54476.54,8848.76,6.1564
2024-02-01,SC01,CC04,WATR,Água,255176.07,41448.91,6.1564
2024-02-01,SC01,CC04,MNTC,Manutenção,65917.7,10707.18,6.1564
2024-02-01,SC01,CC04,LABR,Mão de obra,228107.69,37052.12,6.1564
2024-02-01,SC01,CC04,PACK,Embalagens,245819.44,39929.08,6.1564
2024-02-01,SC01,CC04,MATL,Matéria-prima,162936.97,26466.27,6.1564
2024-02-01,SC01,CC04,LOGS,Logística,195853.83,31813.04,6.1564
2024-02-01,SC01,CC04,DEPR,Depreciação,213590.06,34693.98,6.1564
2024-02-01,SC01,CC04,OTHR,Outros,65330.03,10611.73,6.1564
2024-02-01,SC01,CC05,ELEC,Energia,235730.19,38290.26,6.1564
2024-02-01,SC01,CC05,GAS,Gás,281310.27,45693.95,6.1564
2024-02-01,SC01,CC05,WATR,Água,289118.87,46962.32,6.1564
2024-02-01,SC01,CC05,MNTC,Manutenção,150748.57,24486.48,6.1564
2024-02-01,SC01,CC05,LABR,Mão de obra,238772.23,38784.39,6.1564
2024-02-01,SC01,CC05,PACK,Embalagens,289964.97,47099.76,6.1564
2024-02-01,SC01,CC05,MATL,Matéria-prima,254527.46,41343.55,6.1564
2024-02-01,SC01,CC05,LOGS,Logística,82885.64,13463.33,6.1564
2024-02-01,SC01,CC05,DEPR,Depreciação,63063.33,10243.54,6.1564
2024-02-01,SC01,CC05,OTHR,Outros,140146.5,22764.36,6.1564
2024-02-01,SC02,CC01,ELEC,Energia,269769.13,43819.29,6.1564
2024-02-01,SC02,CC01,GAS,Gás,278617.13,45256.5,6.1564
2024-02-01,SC02,CC01,WATR,Água,207070.48,33634.99,6.1564
2024-02-01,SC02,CC01,MNTC,Manutenção,153288.4,24899.03,6.1564
2024-02-01,SC02,CC01,LABR,Mão de obra,125278.59,20349.32,6.1564
2024-02-01,SC02,CC01,PACK,Embalagens,203799.2,33103.63,6.1564
2024-02-01,SC02,CC01,MATL,Matéria-prima,180862.77,29378.0,6.1564
2024-02-01,SC02,CC01,LOGS,Logística,255211.54,41454.67,6.1564
2024-02-01,SC02,CC01,DEPR,Depreciação,138446.31,22488.19,6.1564
2024-02-01,SC02,CC01,OTHR,Outros,51372.71,8344.6,6.1564
2024-02-01,SC02,CC02,ELEC,Energia,304399.02,49444.32,6.1564
2024-02-01,SC02,CC02,GAS,Gás,115812.22,18811.68,6.1564
2024-02-01,SC02,CC02,WATR,Água,72442.25,11766.98,6.1564
2024-02-01,SC02,CC02,MNTC,Manutenção,276571.41,44924.21,6.1564
2024-02-01,SC02,CC02,LABR,Mão de obra,148293.95,24087.77,6.1564
2024-02-01,SC02,CC02,PACK,Embalagens,76655.41,12451.33,6.1564
2024-02-01,SC02,CC02,MATL,Matéria-prima,302156.84,49080.11,6.1564
2024-02-01,SC02,CC02,LOGS,Logística,228999.83,37197.03,6.1564
2024-02-01,SC02,CC02,DEPR,Depreciação,173075.8,28113.15,6.1564
2024-02-01,SC02,CC02,OTHR,Outros,64137.58,10418.03,6.1564
2024-02-01,SC02,CC03,ELEC,Energia,167303.19,27175.49,6.1564
2024-02-01,SC02,CC03,GAS,Gás,322204.73,52336.54,6.1564
2024-02-01,SC02,CC03,WATR,Água,199550.74,32413.54,6.1564
2024-02-01,SC02,CC03,MNTC,Manutenção,82417.95,13387.36,6.1564
2024-02-01,SC02,CC03,LABR,Mão de obra,59338.12,9638.44,6.1564
2024-02-01,SC02,CC03,PACK,Embalagens,169538.87,27538.64,6.1564
2024-02-01,SC02,CC03,MATL,Matéria-prima,183873.36,29867.02,6.1564
2024-02-01,SC02,CC03,LOGS,Logística,165565.74,26893.27,6.1564
2024-02-01,SC02,CC03,DEPR,Depreciação,197198.82,32031.51,6.1564
2024-02-01,SC02,CC03,OTHR,Outros,275284.16,44715.11,6.1564
2024-02-01,SC02,CC04,ELEC,Energia,113023.64,18358.72,6.1564
2024-02-01,SC02,CC04,GAS,Gás,131199.22,21311.03,6.1564
2024-02-01,SC02,CC04,WATR,Água,189685.26,30811.06,6.1564
2024-02-01,SC02,CC04,MNTC,Manutenção,197824.68,32133.17,6.1564
2024-02-01,SC02,CC04,LABR,Mão de obra,208992.41,33947.17,6.1564
2024-02-01,SC02,CC04,PACK,Embalagens,296135.98,48102.13,6.1564
2024-02-01,SC02,CC04,MATL,Matéria-prima,121742.19,19774.9,6.1564
2024-02-01,SC02,CC04,LOGS,Logística,155669.06,25285.73,6.1564
2024-02-01,SC02,CC04,DEPR,Depreciação,204378.17,33197.67,6.1564
2024-02-01,SC02,CC04,OTHR,Outros,232101.06,37700.77,6.1564
2024-02-01,SC02,CC05,ELEC,Energia,137252.49,22294.27,6.1564
2024-02-01,SC02,CC05,GAS,Gás,166296.15,27011.91,6.1564
2024-02-01,SC02,CC05,WATR,Água,267234.89,43407.65,6.1564
2024-02-01,SC02,CC05,MNTC,Manutenção,228078.52,37047.38,6.1564
2024-02-01,SC02,CC05,LABR,Mão de obra,156507.4,25421.9,6.1564
2024-02-01,SC02,CC05,PACK,Embalagens,128215.78,20826.42,6.1564
2024-02-01,SC02,CC05,MATL,Matéria-prima,264353.04,42939.54,6.1564
2024-02-01,SC02,CC05,LOGS,Logística,222237.66,36098.64,6.1564
2024-02-01,SC02,CC05,DEPR,Depreciação,95853.13,15569.67,6.1564
2024-02-01,SC02,CC05,OTHR,Outros,250381.26,40670.07,6.1564
2024-02-01,SC03,CC01,ELEC,Energia,194744.81,31632.9,6.1564
2024-02-01,SC03,CC01,GAS,Gás,186726.19,30330.41,6.1564
2024-02-01,SC03,CC01,WATR,Água,80545.27,13083.18,6.1564
2024-02-01,SC03,CC01,MNTC,Manutenção,183731.78,29844.03,6.1564
2024-02-01,SC03,CC01,LABR,Mão de obra,255149.21,41444.54,6.1564
2024-02-01,SC03,CC01,PACK,Embalagens,285148.49,46317.4,6.1564
2024-02-01,SC03,CC01,MATL,Matéria-prima,243482.98,39549.57,6.1564
2024-02-01,SC03,CC01,LOGS,Logística,56609.4,9195.21,6.1564
2024-02-01,SC03,CC01,DEPR,Depreciação,180458.75,29312.38,6.1564
2024-02-01,SC03,CC01,OTHR,Outros,84847.99,13782.08,6.1564
2024-02-01,SC03,CC02,ELEC,Energia,116798.82,18971.93,6.1564
2024-02-01,SC03,CC02,GAS,Gás,89742.64,14577.13,6.1564
2024-02-01,SC03,CC02,WATR,Água,133427.94,21673.04,6.1564
2024-02-01,SC03,CC02,MNTC,Manutenção,142428.2,23134.98,6.1564
2024-02-01,SC03,CC02,LABR,Mão de obra,311326.4,50569.55,6.1564
2024-02-01,SC03,CC02,PACK,Embalagens,224600.47,36482.43,6.1564
2024-02-01,SC03,CC02,MATL,Matéria-prima,167963.29,27282.71,6.1564
2024-02-01,SC03,CC02,LOGS,Logística,95125.4,15451.46,6.1564
2024-02-01,SC03,CC02,DEPR,Depreciação,90876.13,14761.24,6.1564
2024-02-01,SC03,CC02,OTHR,Outros,283346.12,46024.64,6.1564
2024-02-01,SC03,CC03,ELEC,Energia,81503.66,13238.85,6.1564
2024-02-01,SC03,CC03,GAS,Gás,306337.69,49759.22,6.1564
2024-02-01,SC03,CC03,WATR,Água,212828.33,34570.25,6.1564
2024-02-01,SC03,CC03,MNTC,Manutenção,222924.21,36210.15,6.1564
2024-02-01,SC03,CC03,LABR,Mão de obra,221894.19,36042.84,6.1564
2024-02-01,SC03,CC03,PACK,Embalagens,197591.54,32095.3,6.1564
2024-02-01,SC03,CC03,MATL,Matéria-prima,81223.36,13193.32,6.1564
2024-02-01,SC03,CC03,LOGS,Logística,71988.07,11693.21,6.1564
2024-02-01,SC03,CC03,DEPR,Depreciação,231909.97,37669.73,6.1564
2024-02-01,SC03,CC03,OTHR,Outros,217301.37,35296.82,6.1564
2024-02-01,SC03,CC04,ELEC,Energia,223469.07,36298.66,6.1564
2024-02-01,SC03,CC04,GAS,Gás,203312.6,33024.59,6.1564
2024-02-01,SC03,CC04,WATR,Água,212461.16,34510.61,6.1564
2024-02-01,SC03,CC04,MNTC,Manutenção,175795.84,28554.97,6.1564
2024-02-01,SC03,CC04,LABR,Mão de obra,140611.31,22839.86,6.1564
2024-02-01,SC03,CC04,PACK,Embalagens,242410.77,39375.41,6.1564
2024-02-01,SC03,CC04,MATL,Matéria-prima,126226.1,20503.23,6.1564
2024-02-01,SC03,CC04,LOGS,Logística,132299.66,21489.77,6.1564
2024-02-01,SC03,CC04,DEPR,Depreciação,194675.94,31621.71,6.1564
2024-02-01,SC03,CC04,OTHR,Outros,159644.71,25931.5,6.1564
2024-02-01,SC03,CC05,ELEC,Energia,55081.76,8947.07,6.1564
2024-02-01,SC03,CC05,GAS,Gás,68451.88,11118.81,6.1564
2024-02-01,SC03,CC05,WATR,Água,252974.03,41091.22,6.1564
2024-02-01,SC03,CC05,MNTC,Manutenção,60898.67,9891.93,6.1564
2024-02-01,SC03,CC05,LABR,Mão de obra,212148.19,34459.78,6.1564
2024-02-01,SC03,CC05,PACK,Embalagens,216745.8,35206.58,6.1564
2024-02-01,SC03,CC05,MATL,Matéria-prima,62936.72,10222.97,6.1564
2024-02-01,SC03,CC05,LOGS,Logística,112084.39,18206.16,6.1564
2024-02-01,SC03,CC05,DEPR,Depreciação,279373.63,45379.38,6.1564
2024-02-01,SC03,CC05,OTHR,Outros,83643.95,13586.5,6.1564
2024-03-01,SC01,CC01,ELEC,Energia,83915.62,16943.5,4.9527
2024-03-01,SC01,CC01,GAS,Gás,189039.31,38169.14,4.9527
2024-03-01,SC01,CC01,WATR,Água,80025.79,16158.1,4.9527
2024-03-01,SC01,CC01,MNTC,Manutenção,79615.03,16075.16,4.9527
2024-03-01,SC01,CC01,LABR,Mão de obra,269493.74,54413.79,4.9527
2024-03-01,SC01,CC01,PACK,Embalagens,182318.77,36812.19,4.9527
2024-03-01,SC01,CC01,MATL,Matéria-prima,217111.41,43837.21,4.9527
2024-03-01,SC01,CC01,LOGS,Logística,147342.49,29750.09,4.9527
2024-03-01,SC01,CC01,DEPR,Depreciação,98845.01,19957.91,4.9527
2024-03-01,SC01,CC01,OTHR,Outros,263712.99,53246.59,4.9527
2024-03-01,SC01,CC02,ELEC,Energia,223635.15,45154.43,4.9527
2024-03-01,SC01,CC02,GAS,Gás,112735.23,22762.5,4.9527
2024-03-01,SC01,CC02,WATR,Água,203972.17,41184.25,4.9527
2024-03-01,SC01,CC02,MNTC,Manutenção,305650.41,61714.22,4.9527
2024-03-01,SC01,CC02,LABR,Mão de obra,163826.87,33078.47,4.9527
2024-03-01,SC01,CC02,PACK,Embalagens,76117.3,15368.93,4.9527
2024-03-01,SC01,CC02,MATL,Matéria-prima,269393.24,54393.49,4.9527
2024-03-01,SC01,CC02,LOGS,Logística,257347.4,51961.3,4.9527
2024-03-01,SC01,CC02,DEPR,Depreciação,210687.36,42540.12,4.9527
2024-03-01,SC01,CC02,OTHR,Outros,316188.19,63841.91,4.9527
2024-03-01,SC01,CC03,ELEC,Energia,100039.86,20199.16,4.9527
2024-03-01,SC01,CC03,GAS,Gás,102584.12,20712.88,4.9527
2024-03-01,SC01,CC03,WATR,Água,138129.29,27889.84,4.9527
2024-03-01,SC01,CC03,MNTC,Manutenção,102386.63,20673.0,4.9527
2024-03-01,SC01,CC03,LABR,Mão de obra,238478.46,48151.46,4.9527
2024-03-01,SC01,CC03,PACK,Embalagens,60694.6,12254.92,4.9527
2024-03-01,SC01,CC03,MATL,Matéria-prima,245262.84,49521.3,4.9527
2024-03-01,SC01,CC03,LOGS,Logística,118497.55,23925.97,4.9527
2024-03-01,SC01,CC03,DEPR,Depreciação,202648.29,40916.94,4.9527
2024-03-01,SC01,CC03,OTHR,Outros,299313.25,60434.68,4.9527
2024-03-01,SC01,CC04,ELEC,Energia,158402.27,31983.18,4.9527
2024-03-01,SC01,CC04,GAS,Gás,205758.78,41544.99,4.9527
2024-03-01,SC01,CC04,WATR,Água,200784.98,40540.72,4.9527
2024-03-01,SC01,CC04,MNTC,Manutenção,141599.72,28590.56,4.9527
2024-03-01,SC01,CC04,LABR,Mão de obra,101608.21,20515.83,4.9527
2024-03-01,SC01,CC04,PACK,Embalagens,106507.99,21505.15,4.9527
2024-03-01,SC01,CC04,MATL,Matéria-prima,248488.71,50172.64,4.9527
2024-03-01,SC01,CC04,LOGS,Logística,154630.53,31221.63,4.9527
2024-03-01,SC01,CC04,DEPR,Depreciação,131407.15,26532.57,4.9527
2024-03-01,SC01,CC04,OTHR,Outros,67680.48,13665.44,4.9527
2024-03-01,SC01,CC05,ELEC,Energia,130991.62,26448.67,4.9527
2024-03-01,SC01,CC05,GAS,Gás,291573.16,58871.87,4.9527
2024-03-01,SC01,CC05,WATR,Água,197955.5,39969.42,4.9527
2024-03-01,SC01,CC05,MNTC,Manutenção,69720.19,14077.28,4.9527
2024-03-01,SC01,CC05,LABR,Mão de obra,262115.29,52923.99,4.9527
2024-03-01,SC01,CC05,PACK,Embalagens,181486.47,36644.14,4.9527
2024-03-01,SC01,CC05,MATL,Matéria-prima,109789.68,22167.76,4.9527
2024-03-01,SC01,CC05,LOGS,Logística,248743.34,50224.05,4.9527
2024-03-01,SC01,CC05,DEPR,Depreciação,180394.09,36423.57,4.9527
2024-03-01,SC01,CC05,OTHR,Outros,179569.6,36257.1,4.9527
