date,site_code,line_code,product_code,units_ok,units_rework,scrap_units,takt_time_s,oee
2025-09-05,SC01,L1,FRDG-B,211,0,1,49.21,0.831
2025-09-06,SC01,L1,FRDG-B,124,0,1,44.65,0.632
2025-09-07,SC01,L1,FRDG-B,136,0,5,26.75,0.64
2025-09-08,SC01,L1,FRDG-B,224,2,4,46.0,0.791
2025-09-09,SC01,L1,FRDG-B,191,1,4,54.76,0.716
2025-09-10,SC01,L1,FRDG-B,206,2,5,28.88,0.851
2025-09-11,SC01,L1,FRDG-B,195,2,7,22.16,0.78
2025-09-12,SC01,L1,FRDG-B,214,0,5,57.15,0.812
2025-09-13,SC01,L1,FRDG-B,147,0,2,49.75,0.698
2025-09-14,SC01,L1,FRDG-B,154,0,6,52.14,0.592
2025-09-15,SC01,L1,FRDG-B,217,0,3,32.4,0.788
2025-09-16,SC01,L1,FRDG-B,232,1,4,54.24,0.885
2025-09-17,SC01,L1,FRDG-B,272,1,12,27.82,0.762
2025-09-18,SC01,L1,FRDG-B,223,2,5,39.5,0.923
2025-09-19,SC01,L1,FRDG-B,254,1,8,36.55,0.739
2025-09-20,SC01,L1,FRDG-B,146,0,5,54.63,0.746
2025-09-21,SC01,L1,FRDG-B,123,1,4,56.19,0.847
2025-09-22,SC01,L1,FRDG-B,249,2,6,33.75,0.935
2025-09-23,SC01,L1,FRDG-B,218,1,6,24.16,0.762
2025-09-24,SC01,L1,FRDG-B,227,1,3,36.97,0.833
2025-09-25,SC01,L1,FRDG-B,218,0,4,41.6,0.859
2025-09-26,SC01,L1,FRDG-B,215,1,2,41.46,0.764
2025-09-27,SC01,L1,FRDG-B,175,1,6,59.03,0.625
2025-09-28,SC01,L1,FRDG-B,186,1,3,59.49,0.789
2025-09-29,SC01,L1,FRDG-B,227,0,5,29.49,0.8
2025-09-30,SC01,L1,FRDG-B,211,1,2,50.17,0.893
2025-07-01,SC01,L1,WASH-A,174,0,3,52.28,0.792
2025-07-02,SC01,L1,WASH-A,187,0,8,53.26,0.762
2025-07-03,SC01,L1,WASH-A,177,2,4,57.96,0.772
2025-07-04,SC01,L1,WASH-A,180,2,0,30.37,0.74
2025-07-05,SC01,L1,WASH-A,102,1,3,38.72,0.667
2025-07-06,SC01,L1,WASH-A,129,1,4,23.75,0.771
2025-07-07,SC01,L1,WASH-A,173,3,3,27.44,0.85
2025-07-08,SC01,L1,WASH-A,170,2,3,32.01,0.929
2025-07-09,SC01,L1,WASH-A,165,0,5,37.13,0.837
2025-07-10,SC01,L1,WASH-A,164,0,3,48.58,0.914
2025-07-11,SC01,L1,WASH-A,203,1,5,23.8,0.762
2025-07-12,SC01,L1,WASH-A,121,0,4,54.9,0.651
2025-07-13,SC01,L1,WASH-A,100,0,3,26.02,0.752
2025-07-14,SC01,L1,WASH-A,168,3,4,53.21,0.825
2025-07-15,SC01,L1,WASH-A,186,0,7,30.55,0.846
2025-07-16,SC01,L1,WASH-A,191,0,5,55.6,0.692
2025-07-17,SC01,L1,WASH-A,170,1,3,29.65,0.798
2025-07-18,SC01,L1,WASH-A,174,0,2,41.45,0.693
2025-07-19,SC01,L1,WASH-A,141,1,7,45.43,0.739
2025-07-20,SC01,L1,WASH-A,151,2,5,36.47,0.662
2025-07-21,SC01,L1,WASH-A,139,1,4,22.2,0.935
2025-07-22,SC01,L1,WASH-A,156,1,4,45.07,0.762
2025-07-23,SC01,L1,WASH-A,165,2,9,29.92,0.771
2025-07-24,SC01,L1,WASH-A,204,2,6,54.42,0.812
2025-07-25,SC01,L1,WASH-A,171,1,6,57.21,0.773
2025-07-26,SC01,L1,WASH-A,128,1,4,54.66,0.668
2025-07-27,SC01,L1,WASH-A,115,0,3,44.35,0.9
2025-07-28,SC01,L1,WASH-A,160,0,1,54.04,0.881
2025-07-29,SC01,L1,WASH-A,198,2,5,55.8,0.886
2025-07-30,SC01,L1,WASH-A,181,1,4,49.26,0.855
2025-07-31,SC01,L1,WASH-A,160,1,5,57.64,0.794
2025-08-01,SC01,L1,WASH-A,183,2,3,47.53,0.838
2025-08-02,SC01,L1,WASH-A,115,0,5,21.5,0.695
2025-08-03,SC01,L1,WASH-A,132,2,4,42.95,0.713
2025-08-04,SC01,L1,WASH-A,181,0,3,58.67,0.774
2025-08-05,SC01,L1,WASH-A,197,0,3,55.74,0.948
2025-08-06,SC01,L1,WASH-A,156,2,3,56.14,0.697
2025-08-07,SC01,L1,WASH-A,171,0,2,59.0,0.909
2025-08-08,SC01,L1,WASH-A,167,2,6,59.0,0.826
2025-08-09,SC01,L1,WASH-A,119,0,1,22.76,0.713
2025-08-10,SC01,L1,WASH-A,105,1,2,45.47,0.654
2025-08-11,SC01,L1,WASH-A,186,0,6,52.78,0.752
2025-08-12,SC01,L1,WASH-A,185,0,9,51.86,0.818
2025-08-13,SC01,L1,WASH-A,179,2,0,36.86,0.84
2025-08-14,SC01,L1,WASH-A,175,2,1,22.91,0.827
2025-08-15,SC01,L1,WASH-A,217,1,3,57.64,0.764
2025-08-16,SC01,L1,WASH-A,121,0,8,20.93,0.668
2025-08-17,SC01,L1,WASH-A,131,1,8,49.8,0.754
2025-08-18,SC01,L1,WASH-A,192,1,1,29.98,0.821
2025-08-19,SC01,L1,WASH-A,137,1,4,41.71,0.766
2025-08-20,SC01,L1,WASH-A,142,0,3,29.13,0.805
2025-08-21,SC01,L1,WASH-A,160,1,6,57.98,0.847
2025-08-22,SC01,L1,WASH-A,189,1,4,55.99,0.929
2025-08-23,SC01,L1,WASH-A,106,0,5,42.67,0.808
2025-08-24,SC01,L1,WASH-A,127,0,5,48.45,0.782
2025-08-25,SC01,L1,WASH-A,167,1,6,42.1,0.697
2025-08-26,SC01,L1,WASH-A,190,0,7,31.08,0.793
2025-08-27,SC01,L1,WASH-A,218,0,5,59.83,0.807
2025-08-28,SC01,L1,WASH-A,199,0,2,28.84,0.913
2025-08-29,SC01,L1,WASH-A,192,2,3,33.62,0.8
2025-08-30,SC01,L1,WASH-A,114,0,3,52.22,0.809
2025-08-31,SC01,L1,WASH-A,138,0,4,50.44,0.769
2025-09-01,SC01,L1,WASH-A,186,0,2,26.76,0.896
2025-09-02,SC01,L1,WASH-A,159,1,1,43.83,0.963
2025-09-03,SC01,L1,WASH-A,133,0,1,26.09,0.881
2025-09-04,SC01,L1,WASH-A,182,0,3,59.23,0.675
2025-09-05,SC01,L1,WASH-A,193,0,5,47.2,0.853
2025-09-06,SC01,L1,WASH-A,146,3,7,23.83,0.72
2025-09-07,SC01,L1,WASH-A,128,1,4,44.79,0.785
2025-09-08,SC01,L1,WASH-A,190,1,4,36.66,0.786
2025-09-09,SC01,L1,WASH-A,174,1,5,20.29,0.85
2025-09-10,SC01,L1,WASH-A,177,1,3,42.24,0.831
2025-09-11,SC01,L1,WASH-A,164,0,7,43.47,0.701
2025-09-12,SC01,L1,WASH-A,192,1,3,31.32,0.822
2025-09-13,SC01,L1,WASH-A,106,0,2,45.27,0.809
2025-09-14,SC01,L1,WASH-A,126,0,2,33.15,0.679
2025-09-15,SC01,L1,WASH-A,195,0,4,48.2,0.753
2025-09-16,SC01,L1,WASH-A,194,1,6,59.31,0.915
2025-09-17,SC01,L1,WASH-A,193,0,3,51.5,0.725
2025-09-18,SC01,L1,WASH-A,165,2,5,42.59,0.839
2025-09-19,SC01,L1,WASH-A,172,0,4,27.84,0.644
2025-09-20,SC01,L1,WASH-A,120,1,1,21.23,0.691
2025-09-21,SC01,L1,WASH-A,109,0,2,38.35,0.618
2025-09-22,SC01,L1,WASH-A,189,2,2,35.86,0.834
2025-09-23,SC01,L1,WASH-A,200,1,4,40.7,0.773
2025-09-24,SC01,L1,WASH-A,201,0,2,54.86,0.903
2025-09-25,SC01,L1,WASH-A,144,0,1,26.2,0.815
2025-09-26,SC01,L1,WASH-A,160,0,3,27.23,0.754
2025-09-27,SC01,L1,WASH-A,95,1,2,26.6,0.806
2025-09-28,SC01,L1,WASH-A,128,2,3,26.35,0.653
2025-09-29,SC01,L1,WASH-A,138,1,2,51.94,0.861
2025-09-30,SC01,L1,WASH-A,185,1,1,34.94,0.843
2025-07-01,SC01,L1,WASH-B,200,3,4,28.66,0.815
2025-07-02,SC01,L1,WASH-B,173,0,1,45.5,0.847
2025-07-03,SC01,L1,WASH-B,169,0,5,54.6,0.711
2025-07-04,SC01,L1,WASH-B,184,1,7,41.94,0.935
2025-07-05,SC01,L1,WASH-B,118,0,8,27.5,0.66
2025-07-06,SC01,L1,WASH-B,122,0,1,45.67,0.66
2025-07-07,SC01,L1,WASH-B,175,3,1,34.35,0.769
2025-07-08,SC01,L1,WASH-B,207,2,0,29.54,0.728
2025-07-09,SC01,L1,WASH-B,203,3,2,42.56,0.799
2025-07-10,SC01,L1,WASH-B,195,2,4,52.0,0.621
2025-07-11,SC01,L1,WASH-B,194,0,5,47.13,0.739
2025-07-12,SC01,L1,WASH-B,93,0,5,59.72,0.684
2025-07-13,SC01,L1,WASH-B,161,1,6,58.26,0.745
2025-07-14,SC01,L1,WASH-B,182,1,7,23.4,0.868
2025-07-15,SC01,L1,WASH-B,188,4,1,22.44,0.803
2025-07-16,SC01,L1,WASH-B,189,1,6,57.01,0.886
2025-07-17,SC01,L1,WASH-B,173,2,3,36.88,0.847
2025-07-18,SC01,L1,WASH-B,157,0,2,24.05,0.823
2025-07-19,SC01,L1,WASH-B,132,0,5,42.87,0.649
2025-07-20,SC01,L1,WASH-B,122,1,4,28.79,0.624
2025-07-21,SC01,L1,WASH-B,200,0,7,42.14,0.77
2025-07-22,SC01,L1,WASH-B,189,0,7,46.08,0.814
2025-07-23,SC01,L1,WASH-B,179,4,1,28.06,0.848
2025-07-24,SC01,L1,WASH-B,194,0,3,43.0,0.911
2025-07-25,SC01,L1,WASH-B,168,2,2,27.53,0.887
2025-07-26,SC01,L1,WASH-B,131,0,5,31.76,0.623
2025-07-27,SC01,L1,WASH-B,126,0,5,23.34,0.806
2025-07-28,SC01,L1,WASH-B,180,0,5,56.47,0.791
2025-07-29,SC01,L1,WASH-B,185,1,4,28.49,0.845
2025-07-30,SC01,L1,WASH-B,169,2,4,51.98,0.796
2025-07-31,SC01,L1,WASH-B,180,0,2,45.35,0.844
2025-08-01,SC01,L1,WASH-B,216,0,3,29.32,0.742
2025-08-02,SC01,L1,WASH-B,129,0,6,52.44,0.613
2025-08-03,SC01,L1,WASH-B,201,4,3,34.62,0.691
2025-08-04,SC01,L1,WASH-B,170,1,3,26.54,0.788
2025-08-05,SC01,L1,WASH-B,203,2,5,31.35,0.873
2025-08-06,SC01,L1,WASH-B,175,1,1,21.16,0.657
2025-08-07,SC01,L1,WASH-B,227,1,4,41.96,0.921
2025-08-08,SC01,L1,WASH-B,186,1,3,55.0,0.965
2025-08-09,SC01,L1,WASH-B,161,0,3,58.48,0.735
2025-08-10,SC01,L1,WASH-B,109,0,5,32.23,0.73
2025-08-11,SC01,L1,WASH-B,164,1,6,50.39,0.801
2025-08-12,SC01,L1,WASH-B,208,1,2,52.0,0.795
2025-08-13,SC01,L1,WASH-B,192,0,3,30.59,0.776
2025-08-14,SC01,L1,WASH-B,150,1,5,46.1,0.803
2025-08-15,SC01,L1,WASH-B,187,1,3,22.27,0.837
2025-08-16,SC01,L1,WASH-B,109,0,8,28.82,0.628
2025-08-17,SC01,L1,WASH-B,155,1,4,49.51,0.613
2025-08-18,SC01,L1,WASH-B,201,0,9,34.45,0.722
2025-08-19,SC01,L1,WASH-B,171,0,5,52.51,0.808
2025-08-20,SC01,L1,WASH-B,161,0,4,28.74,0.827
2025-08-21,SC01,L1,WASH-B,167,1,2,27.88,0.74
2025-08-22,SC01,L1,WASH-B,180,3,3,43.35,0.603
2025-08-23,SC01,L1,WASH-B,139,0,3,39.98,0.727
2025-08-24,SC01,L1,WASH-B,101,0,1,33.16,0.797
2025-08-25,SC01,L1,WASH-B,191,0,1,37.67,0.889
2025-08-26,SC01,L1,WASH-B,184,3,5,21.26,0.808
2025-08-27,SC01,L1,WASH-B,173,1,3,22.0,0.751
2025-08-28,SC01,L1,WASH-B,184,3,6,27.14,0.758
2025-08-29,SC01,L1,WASH-B,206,1,2,27.77,0.869
2025-08-30,SC01,L1,WASH-B,140,1,4,46.06,0.645
2025-08-31,SC01,L1,WASH-B,111,2,4,43.52,0.759
2025-09-01,SC01,L1,WASH-B,168,1,6,45.94,0.862
2025-09-02,SC01,L1,WASH-B,182,2,2,58.89,0.828
2025-09-03,SC01,L1,WASH-B,180,1,4,34.13,0.73
2025-09-04,SC01,L1,WASH-B,189,0,1,28.8,0.88
2025-09-05,SC01,L1,WASH-B,163,0,4,30.92,0.908
2025-09-06,SC01,L1,WASH-B,115,0,1,53.66,0.654
2025-09-07,SC01,L1,WASH-B,138,0,5,22.38,0.847
2025-09-08,SC01,L1,WASH-B,178,0,6,37.61,0.791
2025-09-09,SC01,L1,WASH-B,189,1,3,47.85,0.752
2025-09-10,SC01,L1,WASH-B,188,2,2,47.05,0.827
2025-09-11,SC01,L1,WASH-B,164,2,6,46.16,0.776
2025-09-12,SC01,L1,WASH-B,188,1,2,55.87,0.818
2025-09-13,SC01,L1,WASH-B,110,0,5,52.1,0.677
2025-09-14,SC01,L1,WASH-B,123,0,4,32.15,0.708
2025-09-15,SC01,L1,WASH-B,176,1,3,42.44,0.751
2025-09-16,SC01,L1,WASH-B,170,2,4,57.95,0.796
2025-09-17,SC01,L1,WASH-B,162,1,2,59.66,0.82
2025-09-18,SC01,L1,WASH-B,194,0,5,57.13,0.899
2025-09-19,SC01,L1,WASH-B,179,0,2,20.69,0.934
2025-09-20,SC01,L1,WASH-B,119,1,5,45.06,0.817
2025-09-21,SC01,L1,WASH-B,118,0,4,41.66,0.837
2025-09-22,SC01,L1,WASH-B,157,1,2,37.16,0.775
2025-09-23,SC01,L1,WASH-B,161,0,4,59.03,0.726
2025-09-24,SC01,L1,WASH-B,192,0,1,28.41,0.847
2025-09-25,SC01,L1,WASH-B,179,0,3,21.99,0.821
2025-09-26,SC01,L1,WASH-B,189,1,1,56.72,0.701
2025-09-27,SC01,L1,WASH-B,132,0,5,38.36,0.595
2025-09-28,SC01,L1,WASH-B,115,0,1,48.09,0.802
2025-09-29,SC01,L1,WASH-B,189,1,2,37.41,0.786
2025-09-30,SC01,L1,WASH-B,197,2,1,31.17,0.891
2025-07-01,SC01,L2,FRDG-A,300,2,2,44.37,0.862
2025-07-02,SC01,L2,FRDG-A,282,4,5,58.56,0.791
2025-07-03,SC01,L2,FRDG-A,300,3,12,37.25,0.817
2025-07-04,SC01,L2,FRDG-A,291,2,7,25.19,0.858
2025-07-05,SC01,L2,FRDG-A,168,1,7,35.78,0.654
2025-07-06,SC01,L2,FRDG-A,184,0,3,49.85,0.929
2025-07-07,SC01,L2,FRDG-A,267,1,5,39.42,0.811
2025-07-08,SC01,L2,FRDG-A,258,1,7,40.84,0.831
2025-07-09,SC01,L2,FRDG-A,226,0,8,47.46,0.764
2025-07-10,SC01,L2,FRDG-A,262,0,6,25.7,0.72
2025-07-11,SC01,L2,FRDG-A,252,2,3,39.2,0.712
2025-07-12,SC01,L2,FRDG-A,194,0,4,28.08,0.714
2025-07-13,SC01,L2,FRDG-A,147,0,4,45.44,0.724
2025-07-14,SC01,L2,FRDG-A,267,2,5,30.81,0.885
2025-07-15,SC01,L2,FRDG-A,268,1,8,32.43,0.761
2025-07-16,SC01,L2,FRDG-A,265,0,7,33.67,0.789
2025-07-17,SC01,L2,FRDG-A,270,1,10,57.12,0.795
2025-07-18,SC01,L2,FRDG-A,260,1,4,22.57,0.757
2025-07-19,SC01,L2,FRDG-A,167,1,3,20.83,0.74
2025-07-20,SC01,L2,FRDG-A,168,2,7,34.62,0.759
2025-07-21,SC01,L2,FRDG-A,246,1,8,59.03,0.913
2025-07-22,SC01,L2,FRDG-A,267,1,8,29.62,0.806
2025-07-23,SC01,L2,FRDG-A,326,2,6,42.03,0.802
2025-07-24,SC01,L2,FRDG-A,268,2,7,38.37,0.9
2025-07-25,SC01,L2,FRDG-A,245,1,2,39.94,0.836
2025-07-26,SC01,L2,FRDG-A,212,0,10,48.91,0.725
2025-07-27,SC01,L2,FRDG-A,154,0,8,41.34,0.645
2025-07-28,SC01,L2,FRDG-A,315,3,4,22.44,0.772
2025-07-29,SC01,L2,FRDG-A,292,0,5,41.21,0.725
2025-07-30,SC01,L2,FRDG-A,263,1,4,44.25,0.967
2025-07-31,SC01,L2,FRDG-A,286,1,2,26.5,0.781
2025-08-01,SC01,L2,FRDG-A,287,1,5,26.15,0.97
2025-08-02,SC01,L2,FRDG-A,202,1,5,35.54,0.729
2025-08-03,SC01,L2,FRDG-A,168,0,3,43.77,0.747
